Order_ID,Product_Name,Sales
CA-2017-144526,Polycom SoundPoint IP 450 VoIP phone,677.58
CA-2016-128531,Logitech G19 Programmable Gaming Keyboard,297.576
US-2015-157154,Bush Advantage Collection Racetrack Conference Table,1018.104
CA-2014-122882,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54
CA-2017-143798,Electrix Halogen Magnifier Lamp,310.88
CA-2014-142839,Chromcraft Rectangular Conference Tables,853.092
CA-2014-135657,KI Adjustable-Height Table,515.88
CA-2015-114069,Safco Contoured Stacking Chairs,1931.04
CA-2017-123491,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12
US-2017-124968,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625
CA-2017-104003,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666
CA-2016-169943,Belkin Premiere Surge Master II 8-outlet surge protector,242.9
CA-2016-169943,Safco Industrial Wire Shelving System,454.9
US-2015-123218,Logitech G600 MMO Gaming Mouse,255.968
US-2015-123218,"Sauder Facets Collection Library, Sky Alder Finish",359.058
CA-2015-127453,Avanti 4.4 Cu. Ft. Refrigerator,434.352
US-2017-164056,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35
US-2016-131149,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04
CA-2017-152807,First Data FD10 PIN Pad,442.4
CA-2017-116715,"Fellowes Mobile File Cart, Black",559.62
CA-2015-135622,Xerox 1945,360.712
CA-2015-135622,Wilson Electronics DB Pro Signal Booster,1718.4
CA-2015-130785,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
CA-2015-130785,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199
CA-2014-118976,Recycled Steel Personal File for Standard File Folders,497.61
CA-2015-105347,Xerox 1919,368.91
CA-2015-154326,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98
CA-2014-120474,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84
US-2017-139465,GE 30522EE2,347.97
CA-2017-158379,Martin Yale Chadless Opener Electric Letter Opener,4663.736
US-2016-116729,Samsung Galaxy Note 2,2575.944
US-2016-116729,SanDisk Cruzer 64 GB USB Flash Drive,254.24
CA-2014-132612,Bevis 44 x 96 Conference Tables,1441.3
CA-2016-109344,Samsung Galaxy S4 Mini,1127.976
CA-2014-103373,Apple iPhone 5,779.796
CA-2017-145884,Polycom VVX 310 VoIP phone,1439.92
CA-2017-145884,Bevis Boat-Shaped Conference Table,262.11
CA-2017-162691,Bady BDG101FRU Card Printer,1439.982
CA-2017-122693,Kensington 7 Outlet MasterPiece Power Center,1245.86
CA-2017-128370,DMI Arturo Collection Mission-style Design Wood Chair,362.352
CA-2015-160472,Imation Bio 8GB USB Flash Drive Imation Corp,831.2
US-2017-121251,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568
US-2016-100839,Hon 5100 Series Wood Tables,727.45
US-2017-116659,Jabra SPEAK 410 Multidevice Speakerphone,370.782
CA-2014-116932,Global Troy Executive Leather Low-Back Tilter,801.568
CA-2014-116932,"Hon 30"" x 60"" Table with Locking Drawer",272.848
CA-2017-112039,Panasonic KX-TG9471B,470.376
CA-2017-118885,"Global High-Back Leather Tilter, Burgundy",393.568
CA-2017-118885,Adtran 1202752G1,302.376
CA-2015-109512,"Global Value Mid-Back Manager's Chair, Gray",383.607
CA-2015-109512,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4
CA-2014-140165,GBC DocuBind P100 Manual Binding Machine,398.352
CA-2014-142587,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59
CA-2015-109197,Ibico Hi-Tech Manual Binding System,487.984
CA-2017-141789,GBC DocuBind TL300 Electric Binding System,1793.98
CA-2014-169775,GBC DocuBind 200 Manual Binding Machine,505.176
CA-2017-167094,Global Comet Stacking Armless Chair,478.48
CA-2017-154410,SAFCO Boltless Steel Shelving,909.12
CA-2017-121503,Xerox 1891,273.896
CA-2017-121503,Hewlett-Packard Deskjet 5550 Printer,597.132
CA-2015-123673,Panasonic KX T7736-B Digital phone,299.9
US-2017-111423,GBC DocuBind TL200 Manual Binding Machine,895.92
US-2017-111423,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564
CA-2016-156685,Cisco SPA 502G IP Phone,863.64
US-2017-101539,Mitel MiVoice 5330e IP Phone,659.976
CA-2016-152121,Motorola Moto X,271.992
CA-2017-101245,Tops White Computer Printout Paper,244.55
CA-2016-112109,SAFCO Arco Folding Chair,662.88
CA-2017-157987,Bush Advantage Collection Racetrack Conference Table,254.526
CA-2017-157987,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41
CA-2017-157987,WD My Passport Ultra 2TB Portable External Hard Drive,238
CA-2017-110905,Logitech G105 Gaming Keyboard,296.85
CA-2017-110905,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29
CA-2017-165841,Jabra SPEAK 410,281.97
CA-2017-117485,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96
CA-2017-140242,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
CA-2014-110408,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97
CA-2014-110408,Avaya IP Phone 1140E VoIP phone,1394.95
CA-2014-110408,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88
CA-2016-112669,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536
CA-2014-122749,Jabra Supreme Plus Driver Edition Headset,479.96
CA-2014-164721,Belkin F9G930V10-GRY 9 Outlet Surge,320.88
CA-2016-147417,Hewlett Packard LaserJet 3310 Copier,1439.976
CA-2015-127509,Bevis Round Conference Table Top & Single Column Base,1024.38
US-2017-147221,3.6 Cubic Foot Counter Height Office Refrigerator,294.62
CA-2017-163510,"Global Value Mid-Back Manager's Chair, Gray",304.45
CA-2014-116407,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056
CA-2016-145905,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98
CA-2016-145905,Tennsco Double-Tier Lockers,900.08
CA-2016-168354,"Hot File 7-Pocket, Floor Stand",1606.23
CA-2016-168354,"Lifetime Advantage Folding Chairs, 4/Carton",872.32
US-2017-111241,GBC Recycled Regency Composition Covers,239.12
CA-2017-162481,"Global Leather Task Chair, Black",269.97
CA-2016-131835,Bose SoundLink Bluetooth Speaker,597
CA-2015-142237,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8
CA-2015-142237,Novimex Fabric Task Chair,341.488
CA-2017-120376,Hon GuestStacker Chair,1586.69
CA-2017-120376,Bevis 44 x 96 Conference Tables,411.8
CA-2014-106439,Tennsco Regal Shelving Units,405.64
CA-2014-106439,Maxell LTO Ultrium - 800 GB,251.91
CA-2015-133452,Hon 94000 Series Round Tables,710.832
US-2017-110996,Novimex High-Tech Fabric Mesh Task Chair,283.92
CA-2017-122504,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544
CA-2016-140501,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9
CA-2017-166142,Hon 2111 Invitation Series Straight Table,310.443
CA-2014-145926,Global Super Steno Chair,479.9
US-2016-146570,GBC DocuBind P50 Personal Binding Machine,511.84
CA-2017-124401,Logitech Wireless Marathon Mouse M705,279.944
US-2014-140116,Tennsco 6- and 18-Compartment Lockers,636.408
CA-2014-123295,Office Star - Ergonomically Designed Knee Chair,259.136
CA-2015-164882,GBC DocuBind P100 Manual Binding Machine,398.352
CA-2015-164882,"Global Fabric Manager's Chair, Dark Gray",323.136
CA-2015-164882,Polycom SoundStation2 EX Conference phone,1295.84
CA-2015-164882,DMI Eclipse Executive Suite Bookcases,425.833
CA-2017-155460,GBC DocuBind TL200 Manual Binding Machine,895.92
CA-2017-167381,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96
CA-2014-159520,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764
US-2016-152051,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058
US-2016-152051,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352
US-2017-139969,Office Star Flex Back Scooter Chair with White Frame,233.058
CA-2014-124646,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
CA-2017-166296,Multicolor Computer Printout Paper,314.55
US-2017-137491,"Lifetime Advantage Folding Chairs, 4/Carton",305.312
CA-2016-128818,Hon Mobius Operator's Chair,442.764
CA-2016-128818,Bady BDG101FRU Card Printer,3999.95
CA-2017-143063,Aastra 57i VoIP phone,1454.49
US-2014-165659,Adtran 1202752G1,881.93
CA-2014-125556,Polycom SoundPoint Pro SE-225 Corded phone,832.93
CA-2017-129378,"Belkin 325VA UPS Surge Protector, 6'",241.96
CA-2017-130841,Wilson Electronics DB Pro Signal Booster,1145.6
CA-2015-131884,Polycom SoundStation2 EX Conference phone,485.94
CA-2016-139157,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588
CA-2014-128055,GBC DocuBind 200 Manual Binding Machine,673.568
CA-2017-157091,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
CA-2015-123232,HTC One,319.968
CA-2016-146633,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792
US-2016-126893,Mitel MiVoice 5330e IP Phone,494.982
CA-2017-103380,Mitel MiVoice 5330e IP Phone,659.976
CA-2015-116092,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44
CA-2016-164091,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85
CA-2017-105214,Hon Multipurpose Stacking Arm Chairs,1212.96
CA-2015-117611,Logitech G19 Programmable Gaming Keyboard,371.97
CA-2017-122994,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97
CA-2016-131065,Logitech diNovo Edge Keyboard,499.98
CA-2015-142944,Deflect-o Glass Clear Studded Chair Mats,435.26
CA-2015-142944,Canon PC1060 Personal Laser Copier,1119.984
CA-2014-104283,"SAFCO Commercial Wire Shelving, 72h",306.2
CA-2017-142622,Global Super Steno Chair,614.272
CA-2017-115154,Balt Solid Wood Round Tables,892.98
CA-2015-149342,Pyle PMP37LED,287.97
CA-2015-149342,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38
CA-2015-113145,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7
CA-2015-113145,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
CA-2015-113145,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96
CA-2016-106558,First Data FD10 PIN Pad,316
CA-2017-157931,Global Ergonomic Managers Chair,723.92
CA-2017-116225,Enermax Aurora Lite Keyboard,390.75
US-2017-120418,Global Leather Executive Chair,280.792
CA-2017-122035,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32
CA-2017-122035,Logitech G35 7.1-Channel Surround Sound Headset,389.97
CA-2017-165491,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93
CA-2015-109470,Ibico Plastic Spiral Binding Combs,364.8
US-2015-147739,Tenex Antistatic Computer Chair Mats,547.136
CA-2017-169285,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4
CA-2017-152695,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79
CA-2016-119025,Belkin 5 Outlet SurgeMaster Power Centers,490.32
CA-2016-159373,Hon Non-Folding Utility Tables,557.585
CA-2015-111514,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831
CA-2015-111514,Lexmark S315 Color Inkjet Printer,239.976
US-2014-148838,Bretford Rectangular Conference Table Tops,1579.746
US-2014-148838,Balt Solid Wood Round Tables,1071.576
US-2014-148838,"Hon 30"" x 60"" Table with Locking Drawer",613.908
US-2016-129469,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.704
CA-2017-155152,Hypercom P1300 Pinpad,252
CA-2016-159940,Global Ergonomic Managers Chair,253.372
US-2017-117534,Hewlett Packard 310 Color Digital Copier,479.984
US-2015-127040,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91
CA-2017-147361,Fellowes Officeware Wire Shelving,628.81
US-2016-110170,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648
CA-2017-108574,Logitech G19 Programmable Gaming Keyboard,1115.91
CA-2017-144589,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976
CA-2014-151295,Bevis Boat-Shaped Conference Table,629.064
CA-2016-156300,"Global Leather & Oak Executive Chair, Burgundy",754.45
CA-2015-146087,Bush Mission Pointe Library,301.96
CA-2017-168655,WD My Passport Ultra 2TB Portable External Hard Drive,595
CA-2016-107202,Panasonic KX MB2061 Multifunction Printer,2396.4
CA-2016-155551,Safco Industrial Wire Shelving,230.376
US-2017-147669,Hon Rectangular Conference Tables,273.06
CA-2014-148586,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786
CA-2015-154746,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11
CA-2017-140053,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85
CA-2016-146934,AT&T 841000 Phone,345
CA-2016-146934,Eureka Sanitaire  Commercial Upright,662.84
CA-2016-146934,Digium D40 VoIP phone,257.98
CA-2016-119165,Hon Olson Stacker Stools,492.835
CA-2015-128027,Fellowes Officeware Wire Shelving,269.49
CA-2017-128755,Letter Size Cart,571.44
US-2016-135923,"Sauder Forest Hills Library, Woodland Oak Finish",451.136
CA-2016-114972,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48
CA-2017-102750,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352
CA-2017-147956,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62
CA-2017-126067,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75
CA-2015-141040,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96
CA-2014-144624,Apple iPhone 5,4548.81
CA-2016-146206,KI Adjustable-Height Table,300.93
CA-2016-146206,Polycom VVX 310 VoIP phone,719.96
CA-2014-136644,"Global Geo Office Task Chair, Gray",647.84
CA-2014-143917,High Speed Automatic Electric Letter Opener,8187.65
CA-2017-163902,Logitech G13 Programmable Gameboard with LCD Display,479.94
CA-2016-136812,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
CA-2014-106572,Economy Rollaway Files,264.32
CA-2014-128888,Ames Color-File Green Diamond Border X-ray Mailers,604.656
CA-2016-124352,Hoover Upright Vacuum With Dirt Cup,868.59
CA-2014-111500,Logitech Gaming G510s - Keyboard,339.96
US-2017-117723,Tennsco Single-Tier Lockers,1801.632
CA-2015-168746,Polycom VVX 310 VoIP phone,431.976
CA-2015-113404,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704
CA-2015-113404,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152
US-2015-128090,Samsung Galaxy S4 Mini,1879.96
US-2015-128090,Xerox 1891,313.024
CA-2017-101042,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
CA-2016-118626,HTC One Mini,705.544
CA-2015-147788,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86
CA-2015-147788,Fellowes Super Stor/Drawer Files,323.1
CA-2017-123967,Hon 94000 Series Round Tables,2665.62
CA-2017-148929,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08
CA-2016-155845,Logitech diNovo Edge Keyboard,1399.944
CA-2017-145128,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
CA-2014-129091,GBC ProClick Punch Binding System,319.9
CA-2014-129091,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12
US-2014-155502,"SAFCO Commercial Wire Shelving, 72h",489.92
CA-2017-131695,Steel Personal Filing/Posting Tote,248.57
CA-2016-137729,Cisco Small Business SPA 502G VoIP phone,246.168
US-2016-115455,Bretford CR8500 Series Meeting Room Furniture,601.47
CA-2017-128300,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84
CA-2017-149048,Ibico Hi-Tech Manual Binding System,914.97
CA-2017-149048,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97
CA-2017-149048,Tennsco 6- and 18-Compartment Lockers,530.34
CA-2016-165848,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85
CA-2014-127446,Bretford CR4500 Series Slim Rectangular Table,1218.735
CA-2014-147298,Bevis Steel Folding Chairs,230.28
CA-2017-127180,Canon imageCLASS 2200 Advanced Copier,11199.968
CA-2017-127180,Polycom CX600 IP Phone VoIP phone,2399.6
US-2017-165344,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995
CA-2015-162369,Fellowes Super Stor/Drawer Files,323.1
CA-2017-108441,Safco Contoured Stacking Chairs,858.24
CA-2014-131002,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
US-2016-146794,Bestar Classic Bookcase,424.9575
CA-2017-112515,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
CA-2017-112515,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
CA-2015-135538,SAFCO Arco Folding Chair,883.84
CA-2017-123372,Google Nexus 5,1979.89
CA-2016-164784,Bevis 44 x 96 Conference Tables,370.62
CA-2014-126403,Global Italian Leather Office Chair,785.88
CA-2014-126403,Tennsco 6- and 18-Compartment Lockers,1325.85
CA-2017-127026,Logitech G19 Programmable Gaming Keyboard,619.95
CA-2017-127026,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973
CA-2017-137085,Satellite Sectional Post Binders,312.552
CA-2014-145317,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,821.3
CA-2014-145317,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48
CA-2015-121797,Bady BDG101FRU Card Printer,1919.976
CA-2014-110100,AT&T CL2909,302.376
CA-2014-100006,AT&T EL51110 DECT,377.97
CA-2017-149888,Jabra Supreme Plus Driver Edition Headset,359.97
CA-2017-149888,Bevis Rectangular Conference Tables,350.352
CA-2017-119193,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958
CA-2017-104801,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96
CA-2015-115798,BlackBerry Q10,377.97
CA-2015-115798,Bestar Classic Bookcase,299.97
CA-2017-122707,Compact Automatic Electric Letter Opener,477.24
CA-2015-140144,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64
CA-2014-155887,"Bevis Traditional Conference Table Top, Plinth Base",700.056
US-2014-141257,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552
CA-2014-154669,Advantus Rolling Drawer Organizers,423.28
CA-2015-155306,Plantronics S12 Corded Telephone Headset System,323.37
CA-2015-155306,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96
CA-2015-155306,Hoover Upright Vacuum With Dirt Cup,1447.65
CA-2016-127775,Razer Kraken PRO Over Ear PC and Music Headset,239.97
CA-2016-146171,"Iceberg Mobile Mega Data/Printer Cart ",481.32
CA-2017-167752,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16
CA-2016-139878,Digium D40 VoIP phone,257.98
CA-2015-149972,Hon Every-Day Series Multi-Task Chairs,601.536
CA-2014-154599,Pyle PMP37LED,1075.088
CA-2014-154599,AT&T 1080 Corded phone,438.368
CA-2014-154599,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499
CA-2016-153318,Panasonic KX-TG9471B,783.96
CA-2015-148635,"Sauder Forest Hills Library, Woodland Oak Finish",704.9
CA-2015-148635,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568
CA-2015-135685,Logitech diNovo Edge Keyboard,999.96
CA-2015-135685,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55
CA-2015-104626,Adjustable Depth Letter/Legal Cart,1088.76
CA-2016-160500,Bevis 36 x 72 Conference Tables,298.776
CA-2017-100202,Adtran 1202752G1,302.376
US-2014-112914,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328
CA-2014-148915,"Carina Mini System Audio Rack, Model AR050B",443.92
CA-2016-147368,Cisco CP-7937G Unified IP Conference Station Phone,695.7
US-2014-125521,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92
US-2016-162852,"Global Manager's Adjustable Task Chair, Storm",845.488
CA-2017-152093,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594
CA-2017-157854,GBC DocuBind TL300 Electric Binding System,2690.97
CA-2016-128594,Global Troy Executive Leather Low-Back Tilter,1603.136
CA-2017-138975,Nokia Lumia 925,377.97
CA-2017-138975,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82
CA-2017-138975,Xerox 1945,286.93
CA-2014-148040,Office Star - Mesh Screen back chair with Vinyl seat,314.352
CA-2017-137022,Tennsco Regal Shelving Units,811.28
US-2016-167339,Global Ergonomic Managers Chair,1013.488
CA-2016-152072,Logitech Gaming G510s - Keyboard,254.97
US-2016-159856,Global Deluxe Steno Chair,307.92
US-2016-164630,Hewlett Packard 310 Color Digital Copier,959.968
US-2015-114839,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422
CA-2015-166464,Hewlett Packard 310 Color Digital Copier,479.984
CA-2016-153577,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658
CA-2014-127586,"Dual Level, Single-Width Filing Carts",310.12
CA-2015-118444,"Belkin 325VA UPS Surge Protector, 6'",387.136
CA-2015-134747,Samsung Rugby III,263.96
US-2017-120390,GBC DocuBind P400 Electric Binding System,1633.188
US-2016-169040,Google Nexus 5,431.976
US-2016-169040,Xerox 1880,248.08
CA-2017-155880,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56
CA-2017-155880,"Global High-Back Leather Tilter, Burgundy",368.97
CA-2017-126242,"File Shuttle II and Handi-File, Black",305.01
CA-2017-134915,Samsung Galaxy Mega 6.3,671.984
CA-2017-167941,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.584
CA-2017-167941,Carina Double Wide Media Storage Towers in Natural & Black,259.136
CA-2015-137512,Chromcraft Round Conference Tables,244.006
CA-2014-109232,Global Highback Leather Tilter in Burgundy,545.94
US-2014-112872,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49
CA-2016-139269,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65
CA-2016-139010,Fellowes Officeware Wire Shelving,449.15
CA-2017-147291,GBC DocuBind TL200 Manual Binding Machine,895.92
CA-2017-116519,Avanti 4.4 Cu. Ft. Refrigerator,904.9
CA-2016-115525,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88
CA-2017-134845,Lexmark MX611dhe Monochrome Laser Printer,2549.985
US-2015-138919,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22
US-2016-160528,SAFCO Boltless Steel Shelving,727.296
US-2016-160528,WD My Passport Ultra 2TB Portable External Hard Drive,666.4
CA-2017-124674,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328
CA-2017-169054,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352
CA-2017-116855,Hon Valutask Swivel Chairs,504.9
US-2016-164189,BlackBerry Q10,403.168
CA-2017-149559,Hon Pagoda Stacking Chairs,2054.272
CA-2015-135174,Cisco Unified IP Phone 7945G VoIP phone,1022.97
CA-2017-121419,Bevis 44 x 96 Conference Tables,411.8
CA-2017-121419,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360
CA-2016-128517,Nortel Meridian M5316 Digital phone,517.9
US-2015-100377,Canon Imageclass D680 Copier / Fax,2799.96
CA-2017-106859,Xerox 1885,288.24
US-2017-120089,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936
CA-2014-119375,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33
CA-2014-143903,Letter Size Cart,342.864
CA-2014-143903,HON 5400 Series Task Chairs for Big and Tall,981.372
US-2017-132297,Google Nexus 5,539.97
CA-2017-118773,GBC ProClick 150 Presentation Binding System,252.784
US-2017-159205,Vtech CS6719,671.93
CA-2016-112123,GBC ProClick Punch Binding System,447.86
CA-2016-112123,Pyle PMP37LED,479.95
CA-2017-131233,"Bush Westfield Collection Bookcases, Fully Assembled",242.352
CA-2017-119578,Premier Electric Letter Opener,695.16
CA-2017-127460,"Fellowes Mobile File Cart, Black",298.464
CA-2016-121671,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94
CA-2016-121671,Tennsco 6- and 18-Compartment Lockers,265.17
CA-2016-150350,Okidata C331dn Printer,837.6
CA-2016-150350,Office Star Flex Back Scooter Chair with White Frame,532.704
CA-2015-121720,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92
CA-2015-121720,Cisco SPA301,249.584
CA-2015-121720,Tennsco 16-Compartment Lockers with Coat Rack,1036.624
CA-2015-121720,Fellowes High-Stak Drawer Files,563.808
CA-2017-149895,Aastra 6757i CT Wireless VoIP phone,258.528
CA-2014-136399,DMI Arturo Collection Mission-style Design Wood Chair,241.568
CA-2014-136399,First Data FD10 PIN Pad,395
CA-2014-136399,GE 30524EE4,627.168
US-2016-148110,"Situations Contoured Folding Chairs, 4/Set",347.802
CA-2017-131828,"Global Leather and Oak Executive Chair, Black",963.136
CA-2015-147830,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36
CA-2015-147830,Cubify CubeX 3D Printer Double Head Print,1799.994
CA-2015-147830,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864
CA-2017-150497,Ibico Ibimaster 300 Manual Binding System,735.98
CA-2015-139584,Chromcraft Rectangular Conference Tables,284.364
CA-2014-153969,Polycom CX300 Desktop Phone USB VoIP phone,239.984
CA-2016-138695,Novimex Fabric Task Chair,390.272
US-2016-133879,"Global Airflow Leather Mesh Back Chair, Black",528.43
CA-2017-105235,Eureka The Boss Cordless Rechargeable Stick Vac,254.9
CA-2017-152912,Maxell iVDR EX 500GB Cartridge,826.62
CA-2017-152912,Adjustable Depth Letter/Legal Cart,1633.14
CA-2017-152912,Adjustable Depth Letter/Legal Cart,544.38
CA-2014-158372,Jabra SPEAK 410,601.536
CA-2016-108882,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95
CA-2016-108882,netTALK DUO VoIP Telephone Service,377.928
CA-2017-104640,Fellowes PB300 Plastic Comb Binding Machine,931.176
CA-2017-104640,Aastra 6757i CT Wireless VoIP phone,430.88
CA-2014-108189,Bose SoundLink Bluetooth Speaker,318.4
CA-2014-108189,Pyle PMP37LED,230.376
CA-2014-154641,Tennsco Single-Tier Lockers,375.34
US-2016-127971,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43
CA-2017-113355,DMI Arturo Collection Mission-style Design Wood Chair,317.058
US-2017-140907,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9
CA-2014-140662,Xerox 1941,733.95
CA-2014-140662,APC 7 Outlet Network SurgeArrest Surge Protector,241.44
US-2014-126571,Fellowes High-Stak Drawer Files,281.904
