Customer_ID,Order_ID,Product_Name,Sales
PJ-19015,CA-2017-143686,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
ME-17725,CA-2017-143756,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96
AW-10840,CA-2017-143798,Electrix Halogen Magnifier Lamp,310.88
MB-18085,CA-2017-144498,GE 30524EE4,627.168
CD-11980,CA-2017-144596,Xerox 1906,318.96
RM-19675,CA-2017-145219,Hewlett Packard LaserJet 3310 Copier,2879.952
SL-20155,CA-2017-145884,Polycom VVX 310 VoIP phone,1439.92
CM-12190,CA-2017-146164,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52
BD-11725,CA-2017-146192,Tennsco Double-Tier Lockers,675.06
AH-10210,CA-2017-146983,GBC DocuBind 300 Electric Binding Machine,1577.94
TS-21655,CA-2017-147207,"Bevis Oval Conference Table, Walnut",913.43
KB-16315,CA-2017-147354,Hewlett Packard 310 Color Digital Copier,479.984
KL-16555,CA-2017-147760,Motorola Moto X,1359.96
MC-17845,CA-2017-148446,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6
NC-18535,CA-2017-149881,Cubify CubeX 3D Printer Double Head Print,4799.984
NP-18670,CA-2017-150091,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9
GD-14590,CA-2017-150420,Plantronics Audio 995 Wireless Stereo Headset,1099.5
MC-18100,CA-2014-101602,"Lifetime Advantage Folding Chairs, 4/Carton",763.28
GM-14695,CA-2014-102988,Martin Yale Chadless Opener Electric Letter Opener,4164.05
VG-21805,CA-2014-103191,"SAFCO Commercial Wire Shelving, Black",331.536
GM-14680,CA-2014-103310,Wilson Electronics DB Pro Signal Booster,1432
BS-11755,CA-2014-103373,Apple iPhone 5,779.796
DH-13675,CA-2014-105249,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
MY-18295,CA-2014-105984,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97
BS-11590,CA-2014-106376,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
RS-19765,CA-2014-106726,Standard Rollaway File with Lock,1261.33
BM-11785,CA-2014-106971,Logitech Gaming G510s - Keyboard,475.944
MC-17275,CA-2014-107818,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92
RD-19480,CA-2014-108147,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1676.88
BW-11200,CA-2014-109897,BlackBerry Q10,806.336
AS-10225,CA-2014-110408,Avaya IP Phone 1140E VoIP phone,1394.95
CR-12625,CA-2014-111003,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
TS-21430,CA-2014-111192,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84
EK-13795,CA-2014-111871,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33
EB-14170,CA-2014-111962,Fellowes Super Stor/Drawer Files,807.75
DP-13165,CA-2014-112158,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92
AJ-10960,CA-2014-113362,Fellowes Officeware Wire Shelving,449.15
SF-20065,CA-2014-113383,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9
VF-21715,CA-2014-113880,Novimex Swivel Fabric Task Chair,634.116
AF-10885,CA-2014-114181,Bestar Classic Bookcase,349.965
MD-17350,CA-2014-114251,Tennsco Double-Tier Lockers,1080.096
XP-21865,CA-2014-114335,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088
LS-17200,CA-2014-115084,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34
BH-11710,CA-2014-115812,Chromcraft Rectangular Conference Tables,1706.184
LW-17215,CA-2014-116246,HON 5400 Series Task Chairs for Big and Tall,3785.292
KT-16480,CA-2014-116666,Hewlett Packard LaserJet 3310 Copier,1799.97
SC-20095,CA-2014-116904,Ibico EPK-21 Electric Binding System,9449.95
ME-18010,CA-2014-116932,Global Troy Executive Leather Low-Back Tilter,801.568
MW-18235,CA-2014-117639,Fellowes PB300 Plastic Comb Binding Machine,2715.93
CS-12130,CA-2014-118962,"Global Value Steno Chair, Gray",340.144
MP-18175,CA-2014-119151,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
HD-14785,CA-2014-119172,Avery Arch Ring Binders,104.58
YC-21895,CA-2014-119375,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33
RP-19390,CA-2014-120474,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84
IM-15070,CA-2014-120768,High-Back Leather Manager's Chair,1819.86
PO-18865,CA-2014-120838,Ooma Telo VoIP Home Phone System,604.752
BT-11680,CA-2014-121629,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,998.85
SM-20950,CA-2014-122931,Tennsco Single-Tier Lockers,1801.632
SH-20635,CA-2014-124247,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92
CS-11860,CA-2014-124618,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984
CC-12610,CA-2014-124688,Bretford CR8500 Series Meeting Room Furniture,1202.94
MH-17785,CA-2014-124702,"Lesro Round Back Collection Coffee Table, End Table",730.2
LS-17245,CA-2014-124730,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96
LD-17005,CA-2014-124856,"Dual Level, Single-Width Filing Carts",1395.54
ML-17410,CA-2014-125556,Polycom SoundPoint Pro SE-225 Corded phone,832.93
MW-18220,CA-2014-125997,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1349.91
RR-19525,CA-2014-126403,Tennsco 6- and 18-Compartment Lockers,1325.85
PP-18955,CA-2014-126683,"Bevis Oval Conference Table, Walnut",2348.82
JL-15835,CA-2014-127299,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985
MC-17590,CA-2014-127446,Bretford CR4500 Series Slim Rectangular Table,1218.735
EM-14065,CA-2014-127691,Logitech G602 Wireless Gaming Mouse,159.98
DB-13060,CA-2014-128146,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93
GT-14710,CA-2014-128209,DMI Eclipse Executive Suite Bookcases,4007.84
MZ-17515,CA-2014-128524,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2033.584
PB-19105,CA-2014-128888,Ames Color-File Green Diamond Border X-ray Mailers,604.656
AC-10420,CA-2014-129924,Hon 5100 Series Wood Tables,698.352
TG-21640,CA-2014-130428,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",1125.488
AI-10855,CA-2014-131387,Samsung Galaxy Mega 6.3,1679.96
LR-16915,CA-2014-131450,Sharp AL-1530CS Digital Copier,1199.976
DW-13480,CA-2014-131926,Global Deluxe High-Back Manager's Chair,2001.86
FO-14305,CA-2014-132612,Bevis 44 x 96 Conference Tables,1441.3
KM-16375,CA-2014-133592,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8
RA-19915,CA-2014-134313,ClearOne CHATAttach 160 - speaker phone,1983.968
TS-21505,CA-2014-134551,SAFCO Arco Folding Chair,662.88
NK-18490,CA-2016-102561,Steel Personal Filing/Posting Tote,284.08
MO-17500,CA-2016-102981,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352
PG-18820,CA-2016-103464,WD My Passport Ultra 2TB Portable External Hard Drive,595
AA-10315,CA-2016-103982,High Speed Automatic Electric Letter Opener,3930.072
MT-17815,CA-2016-104157,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08
BO-11350,CA-2016-105207,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1592.85
JK-15730,CA-2016-105256,Cisco Unified IP Phone 7945G VoIP phone,1363.96
AG-10270,CA-2016-105732,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336.44
JM-15265,CA-2016-105816,AT&T CL83451 4-Handset Telephone,1029.95
MS-17365,CA-2016-107104,DMI Eclipse Executive Suite Bookcases,3406.664
LC-16930,CA-2016-107202,Panasonic KX MB2061 Multifunction Printer,2396.4
CA-12055,CA-2016-107328,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024
RS-19870,CA-2016-107475,Ideal Clamps,9.648
RB-19645,CA-2016-107615,Logitech ClearChat Comfort/USB Headset H390,58.58
OT-18730,CA-2016-107783,GBC Ibimaster 500 Manual ProClick Binding System,1369.764
CS-12505,CA-2016-108196,Cubify CubeX 3D Printer Double Head Print,4499.985
AG-10675,CA-2016-108987,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656
CH-12070,CA-2016-109344,Samsung Galaxy S4 Mini,1127.976
TN-21040,CA-2016-109869,Bush Advantage Collection Racetrack Conference Table,1272.63
JL-15130,CA-2017-150910,"Bevis Round Bullnose 29"" High Table Top",934.956
GM-14455,CA-2017-151981,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95
SN-20560,CA-2017-152093,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594
CW-11905,CA-2017-152436,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",592.74
BM-11650,CA-2017-152912,Adjustable Depth Letter/Legal Cart,1633.14
RB-19705,CA-2017-152975,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85
NS-18505,CA-2017-153045,Global Comet Stacking Arm Chair,887.271
RB-19435,CA-2017-153871,Ibico Ibimaster 300 Manual Binding System,735.98
LB-16735,CA-2017-154088,Xerox 1968,26.72
KM-16660,CA-2017-154116,Panasonic KX TS3282B Corded phone,196.776
MD-17860,CA-2017-154410,SAFCO Boltless Steel Shelving,909.12
GW-14605,CA-2017-155075,GBC DocuBind 300 Electric Binding Machine,631.176
KS-16300,CA-2017-155824,Euro Pro Shark Stick Mini Vacuum,48.784
LP-17080,CA-2016-116722,Hon Every-Day Series Multi-Task Chairs,451.152
AB-10105,CA-2016-117121,GBC Ibimaster 500 Manual ProClick Binding System,9892.74
GH-14485,CA-2016-117590,GE 30524EE4,1097.544
HF-14995,CA-2016-117681,Bush Somerset Collection Bookcase,556.665
CS-12490,CA-2016-118073,BPI Conference Tables,562.2925
LC-17050,CA-2016-118514,Hon Multipurpose Stacking Arm Chairs,866.4
JC-15775,CA-2016-118626,HTC One Mini,705.544
TC-20980,CA-2016-118689,Canon imageCLASS 2200 Advanced Copier,17499.95
MB-17305,CA-2016-118759,Hon GuestStacker Chair,408.006
MM-17260,CA-2016-120355,Global Leather Executive Chair,631.782
VB-21745,CA-2016-120369,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8
Dl-13600,CA-2016-120530,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.746
EB-14110,CA-2016-121370,Sharp AL-1530CS Digital Copier,1199.976
JK-15370,CA-2016-122581,"Leather Task Chair, Black",573.174
LA-16780,CA-2016-122903,HON 5400 Series Task Chairs for Big and Tall,3504.9
DJ-13420,CA-2016-123540,Global Executive Mid-Back Manager's Chair,1454.9
SP-20545,CA-2016-123666,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
JL-15505,CA-2017-156776,3.6 Cubic Foot Counter Height Office Refrigerator,1473.1
JD-16015,CA-2017-156818,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6
PB-18805,CA-2017-156958,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9
DB-13405,CA-2017-157091,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
BW-11065,CA-2017-157413,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",324.744
DM-13345,CA-2017-157854,GBC DocuBind TL300 Electric Binding System,2690.97
MO-17800,CA-2017-157931,Global Ergonomic Managers Chair,723.92
SU-20665,CA-2017-157966,Hewlett Packard LaserJet 3310 Copier,959.984
AC-10615,CA-2017-157987,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41
JA-15970,CA-2017-158379,Martin Yale Chadless Opener Electric Letter Opener,4663.736
BO-11425,CA-2017-158386,Large Capacity Hanging Post Binders,124.75
VP-21760,CA-2017-159100,Balt Solid Wood Round Tables,1875.258
CR-12820,CA-2017-159149,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336
KB-16600,CA-2017-159156,Nokia Lumia 925,629.95
BW-11110,CA-2017-159366,Lexmark MX611dhe Monochrome Laser Printer,3059.982
TB-21355,CA-2017-159464,Hon 4-Shelf Metal Bookcases,302.94
JK-16090,CA-2017-160885,ClearOne CHATAttach 160 - speaker phone,2479.96
KB-16405,CA-2017-161067,Xerox 189,419.4
BF-11275,CA-2017-161130,Polycom SoundPoint IP 450 VoIP phone,361.376
ON-18715,CA-2016-130820,Hon Racetrack Conference Tables,630.024
AA-10375,CA-2016-131065,Logitech diNovo Edge Keyboard,499.98
MS-17830,CA-2016-131296,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.372
GZ-14470,CA-2016-131737,Electrix Halogen Magnifier Lamp,971.5
CM-12445,CA-2016-133697,Office Star - Ergonomically Designed Knee Chair,56.686
MC-17425,CA-2016-133711,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040
JE-15475,CA-2016-133795,Logitech P710e Mobile Speakerphone,772.47
CS-12400,CA-2016-133816,ClearOne CHATAttach 160 - speaker phone,743.988
TB-21280,CA-2016-134887,Logitech P710e Mobile Speakerphone,1287.45
JM-15580,CA-2016-136021,Texas Instruments TI-34 Scientific Calculator,105.552
EH-13765,CA-2016-136301,High Speed Automatic Electric Letter Opener,4912.59
RF-19840,CA-2016-136686,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64
SP-20650,CA-2016-136770,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,279.96
AW-10930,CA-2016-136812,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
SW-20755,CA-2016-137050,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136
KB-16240,CA-2017-162015,Logitech P710e Mobile Speakerphone,1287.45
TT-21220,CA-2017-162075,Pyle PMP37LED,537.544
RR-19315,CA-2017-162565,GuestStacker Chair with Chrome Finish Legs,520.464
AS-10045,CA-2017-162691,Bady BDG101FRU Card Printer,1439.982
LC-17140,CA-2017-162789,WD My Passport Ultra 2TB Portable External Hard Drive,1071
AS-10135,CA-2017-162929,Avery Printable Repositionable Plastic Tabs,41.28
GH-14410,CA-2017-163006,Samsung Galaxy S4,1001.584
JS-16030,CA-2017-163265,Global Deluxe High-Back Manager's Chair,600.558
JW-15955,CA-2017-163510,"Global Value Mid-Back Manager's Chair, Gray",304.45
SS-20140,CA-2017-164756,AT&T CL83451 4-Handset Telephone,411.98
SR-20740,CA-2017-165323,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5
RW-19540,CA-2017-166093,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29
CC-12430,CA-2017-166695,"Global Geo Office Task Chair, Gray",518.272
HL-15040,CA-2017-166709,Canon imageCLASS 2200 Advanced Copier,10499.97
KC-16540,CA-2016-145625,Logitech P710e Mobile Speakerphone,3347.37
CC-12220,CA-2016-145730,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896
JP-16135,CA-2016-146171,"Iceberg Mobile Mega Data/Printer Cart ",481.32
TG-21310,CA-2016-146633,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792
SF-20965,CA-2016-146913,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92
AF-10870,CA-2016-146934,Eureka Sanitaire  Commercial Upright,662.84
DL-13315,CA-2016-146941,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92
FC-14245,CA-2016-147256,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1927.59
PO-19180,CA-2016-147375,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979
CB-12415,CA-2016-147417,Hewlett Packard LaserJet 3310 Copier,1439.976
AR-10510,CA-2016-147536,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97
AO-10810,CA-2016-148096,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28
CL-12700,CA-2016-149279,SAFCO Arco Folding Chair,1325.76
RD-19720,CA-2016-149762,Hon 4060 Series Tables,268.704
AH-10075,CA-2016-149797,GBC DocuBind 300 Electric Binding Machine,841.568
MS-17770,CA-2016-150350,Okidata C331dn Printer,837.6
JK-16120,CA-2016-150945,Tennsco Double-Tier Lockers,900.08
VG-21790,CA-2016-151092,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168
CG-12520,CA-2016-152156,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94
MA-17995,CA-2016-152247,Global Troy Executive Leather Low-Back Tilter,1603.136
KM-16720,CA-2017-167395,GE 30524EE4,979.95
EM-14200,CA-2017-167549,Safco Drafting Table,298.116
RW-19690,CA-2017-167752,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16
JK-15640,CA-2017-168109,Okidata MB491 Multifunction Printer,2395.2
JD-16060,CA-2017-168123,Recycled Steel Personal File for Standard File Folders,221.16
RM-19750,CA-2017-168193,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97
DV-13045,CA-2017-168389,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875
KA-16525,CA-2017-168641,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568
ML-18040,CA-2017-168655,WD My Passport Ultra 2TB Portable External Hard Drive,595
JD-16150,CA-2017-168858,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74
MV-17485,CA-2017-169894,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,415.872
CC-12550,CA-2017-169901,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
DD-13570,US-2014-104759,"Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ",79.984
NZ-18565,US-2014-106299,Smead Adjustable Mobile File Trolley with Lockable Top,838.38
SB-20290,US-2014-106992,Lexmark MX611dhe Monochrome Laser Printer,3059.982
RC-19960,US-2014-112872,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49
AR-10345,US-2014-115189,Hon 5100 Series Wood Tables,523.764
DL-12925,US-2014-115196,"3D Systems Cube Printer, 2nd Generation, White",1299.99
RS-19420,US-2014-117968,Hon GuestStacker Chair,1133.35
RA-19885,US-2014-118997,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92
AG-10900,US-2014-119137,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936
MW-18235,CA-2014-117639,Fellowes PB300 Plastic Comb Binding Machine,2715.93
CS-12130,CA-2014-118962,"Global Value Steno Chair, Gray",340.144
MP-18175,CA-2014-119151,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
HD-14785,CA-2014-119172,Avery Arch Ring Binders,104.58
YC-21895,CA-2014-119375,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33
RP-19390,CA-2014-120474,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84
IM-15070,CA-2014-120768,High-Back Leather Manager's Chair,1819.86
PO-18865,CA-2014-120838,Ooma Telo VoIP Home Phone System,604.752
BT-11680,CA-2014-121629,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,998.85
SM-20950,CA-2014-122931,Tennsco Single-Tier Lockers,1801.632
SH-20635,CA-2014-124247,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92
CS-11860,CA-2014-124618,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984
CC-12610,CA-2014-124688,Bretford CR8500 Series Meeting Room Furniture,1202.94
MH-17785,CA-2014-124702,"Lesro Round Back Collection Coffee Table, End Table",730.2
LS-17245,CA-2014-124730,ClearSounds CSC500 Amplified Spirit Phone Corded phone,279.96
LD-17005,CA-2014-124856,"Dual Level, Single-Width Filing Carts",1395.54
ML-17410,CA-2014-125556,Polycom SoundPoint Pro SE-225 Corded phone,832.93
MW-18220,CA-2014-125997,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1349.91
RR-19525,CA-2014-126403,Tennsco 6- and 18-Compartment Lockers,1325.85
PP-18955,CA-2014-126683,"Bevis Oval Conference Table, Walnut",2348.82
SE-20110,CA-2016-158841,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95
KF-16285,CA-2016-159016,Apple iPhone 5,4158.912
BF-11170,CA-2016-159891,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99
GB-14530,CA-2016-159912,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92
BM-11575,CA-2016-160304,GE 30522EE2,231.98
BP-11050,CA-2016-160535,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4
ME-17320,CA-2016-160717,Samsung Galaxy Mega 6.3,3023.928
TR-21325,CA-2016-160815,Geemarc AmpliPOWER60,278.4
AC-10660,CA-2016-161928,Ooma Telo VoIP Home Phone System,201.584
NS-18640,CA-2016-162187,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43
ER-13855,CA-2016-162236,BPI Conference Tables,876.3
PF-19165,CA-2016-162355,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1266.86
DP-13105,CA-2016-162390,Ibico EB-19 Dual Function Manual Binding System,968.744
MH-17440,CA-2016-163048,Harbour Creations Steel Folding Chair,241.5
RF-19345,CA-2016-163167,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3
TP-21565,CA-2016-163328,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352
DB-13270,CA-2016-163804,Deluxe Rollaway Locking File with Drawer,2079.4
CJ-11875,CA-2016-163951,Newell 31,16.52
RH-19555,CA-2016-164574,Fellowes High-Stak Drawer Files,704.76
PB-19210,CA-2016-164938,Mediabridge Sport Armband iPhone 5s,69.93
GR-14560,US-2014-123183,Sauder Inglewood Library Bookcases,1025.88
CK-12325,US-2014-125521,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92
SC-20050,US-2014-131275,Tennsco 6- and 18-Compartment Lockers,1856.19
JG-15115,US-2014-135972,Canon PC1080F Personal Copier,1799.97
CV-12295,US-2014-137869,Hon 94000 Series Round Tables,1184.72
BK-11260,US-2014-140452,KI Adjustable-Height Table,214.95
CS-11950,US-2014-141257,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",585.552
CP-12340,US-2014-148838,Bretford Rectangular Conference Table Tops,1579.746
LH-16900,US-2014-156559,"Hon Metal Bookcases, Gray",638.82
MC-17605,US-2014-161613,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058
LT-17110,US-2014-165659,Adtran 1202752G1,881.93
JC-16105,US-2014-167738,"Global Value Mid-Back Manager's Chair, Gray",292.272
JK-15325,US-2014-168501,RCA Visys Integrated PBX 8-Line Router,267.96
MF-17665,US-2014-169789,Ibico Ibimaster 300 Manual Binding System,551.985
HH-15010,CA-2014-135699,Xerox 1940,109.92
CC-12100,CA-2014-136399,GE 30524EE4,627.168
SC-20575,CA-2014-136644,"Global Geo Office Task Chair, Gray",647.84
BN-11470,CA-2014-138527,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84
BM-11140,CA-2014-139892,Lexmark MX611dhe Monochrome Laser Printer,8159.952
EH-14005,CA-2014-140165,GBC DocuBind P100 Manual Binding Machine,398.352
KH-16330,CA-2014-140396,Toshiba IPT2010-SD IP Telephone,833.94
CA-12775,CA-2014-140858,Global Leather Executive Chair,1228.465
AJ-10780,CA-2014-141313,Hoover Upright Vacuum With Dirt Cup,1737.18
DM-12955,CA-2014-141649,Eureka Sanitaire  Commercial Upright,795.408
KL-16645,CA-2014-143917,High Speed Automatic Electric Letter Opener,8187.65
GH-14425,CA-2014-144414,GBC DocuBind P400 Electric Binding System,3266.376
JM-15865,CA-2014-144624,Apple iPhone 5,4548.81
SH-19975,CA-2017-101805,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24
AT-10435,CA-2017-102407,Bevis 36 x 72 Conference Tables,896.328
MH-18025,CA-2017-103212,Bretford Rectangular Conference Table Tops,1504.52
BF-11005,CA-2017-103380,Mitel MiVoice 5330e IP Phone,659.976
RD-19660,CA-2017-103877,GBC DocuBind 300 Electric Binding Machine,1577.94
FH-14275,CA-2017-104640,Fellowes PB300 Plastic Comb Binding Machine,931.176
FH-14350,CA-2017-104801,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96
JS-15685,CA-2017-104864,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",389.056
TS-21610,CA-2017-105214,Hon Multipurpose Stacking Arm Chairs,1212.96
VP-21730,CA-2017-105333,Panasonic Business Telephones KX-T7736,546.06
JH-15430,CA-2017-105620,Lexmark 20R1285 X6650 Wireless All-in-One Printer,120
SJ-20125,CA-2017-105669,Polycom VoiceStation 500 Conference phone,1415.76
PV-18985,CA-2017-105914,Tennsco Double-Tier Lockers,1575.14
BD-11605,CA-2014-157147,Tennsco 6- and 18-Compartment Lockers,1325.85
AG-10525,CA-2014-158281,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,559.71
AG-10390,CA-2014-158470,Xerox 232,71.28
RB-19330,CA-2014-159835,Hon Every-Day Series Multi-Task Chairs,657.93
JM-16195,CA-2014-160094,Economy Rollaway Files,826
DM-13015,CA-2014-160766,Ativa V4110MDD Micro-Cut Shredder,2799.96
LW-16825,CA-2014-160773,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
AH-10585,CA-2014-162278,Vtech CS6719,383.96
CS-12250,CA-2014-162775,Plantronics S12 Corded Telephone Headset System,646.74
BP-11095,CA-2014-162992,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8
DK-12985,CA-2014-163034,Fellowes Super Stor/Drawer Files,646.2
KH-16690,CA-2014-163223,Samsung Galaxy S4 Active,3499.93
TZ-21580,CA-2014-163419,"Global Airflow Leather Mesh Back Chair, Black",603.92
TB-21190,CA-2014-163447,"Global Push Button Manager's Chair, Indigo",767.214
ST-20530,CA-2014-163559,Avery Arch Ring Binders,139.44
HG-15025,CA-2014-163748,Hewlett Packard 610 Color Digital Copier / Printer,1999.96
RD-19585,CA-2014-164315,Motorola Droid Maxx,1049.93
NB-18580,CA-2014-164385,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952
NM-18445,CA-2014-164973,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
RE-19405,CA-2014-165477,Acco 6 Outlet Guardian Standard Surge Suppressor,48.36
SH-20395,CA-2014-165764,Hon Racetrack Conference Tables,945.036
CT-11995,CA-2014-166086,"Lifetime Advantage Folding Chairs, 4/Carton",872.32
DK-13150,CA-2014-166191,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
NF-18475,US-2015-100069,Cisco 8x8 Inc. 6753i IP Business Phone System,269.98
JS-15940,US-2015-101399,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744
JR-15670,US-2015-103471,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058
AM-10360,US-2015-107944,Logitech G600 MMO Gaming Mouse,239.97
