order_id,customer_id,order_date,ship_date,ship_mode,total_amount,status
CA-2017-157854,DM-13345,04-08-2017,4/15/2017,Standard Class,56.28,Delivered
CA-2016-123617,AJ-10780,11/28/2016,12-03-2016,Standard Class,7.434,Delivered
US-2016-128293,KC-16255,06-02-2016,06-05-2016,First Class,64.784,Delivered
CA-2017-107342,VF-21715,12/17/2017,12/22/2017,Standard Class,28.16,Delivered
CA-2016-136371,SV-20935,3/19/2016,3/21/2016,Second Class,14.98,Delivered
CA-2017-137344,EM-13810,8/20/2017,8/20/2017,Same Day,40.29,Delivered
CA-2017-169810,RB-19360,7/25/2017,7/31/2017,Standard Class,20.23,Delivered
CA-2016-128594,DJ-13510,8/26/2016,8/29/2016,First Class,1603.136,Delivered
CA-2016-154690,CC-12370,8/15/2016,8/17/2016,Second Class,225.296,Delivered
CA-2017-138975,SC-20380,5/19/2017,5/23/2017,Standard Class,67.8,Delivered
CA-2017-106537,RH-19495,08-12-2017,8/17/2017,Standard Class,20.736,Delivered
US-2017-103828,JK-15370,8/13/2017,8/13/2017,Same Day,31.44,Delivered
CA-2016-115588,AF-10885,11-10-2016,11-12-2016,Second Class,14.72,Delivered
CA-2017-143861,LC-16885,06-12-2017,6/19/2017,Standard Class,17.088,Delivered
CA-2014-148040,BF-11275,3/22/2014,3/26/2014,Standard Class,74.352,Delivered
CA-2017-135167,SC-20800,6/15/2017,6/20/2017,Standard Class,4.26,Delivered
CA-2017-137022,SW-20275,11/16/2017,11/22/2017,Standard Class,811.28,Delivered
US-2017-102638,MC-17845,12/29/2017,12/31/2017,First Class,6.03,Delivered
US-2016-167339,TD-20995,1/21/2016,1/23/2016,Second Class,153.568,Delivered
CA-2016-152072,Dp-13240,1/15/2016,1/19/2016,Standard Class,52.34,Delivered
CA-2016-102932,SD-20485,9/19/2016,9/23/2016,Second Class,25.44,Delivered
CA-2014-165540,TM-21010,2/21/2014,2/25/2014,Standard Class,8.85,Delivered
CA-2016-130799,BK-11260,11-11-2016,11/16/2016,Second Class,6.96,Delivered
CA-2016-164483,JF-15490,1/30/2016,02-03-2016,Standard Class,17.456,Delivered
US-2016-159856,EP-13915,10/18/2016,10/22/2016,Standard Class,307.92,Delivered
CA-2017-102099,EP-13915,12/18/2017,12/19/2017,First Class,6.63,Delivered
CA-2017-164049,KH-16630,11-02-2017,11-06-2017,Standard Class,23.85,Delivered
CA-2014-142727,HG-14845,4/29/2014,05-01-2014,Second Class,51.96,Delivered
CA-2017-139913,JC-16105,10/23/2017,10/29/2017,Standard Class,11.56,Delivered
CA-2014-169033,KM-16720,3/30/2014,04-03-2014,Standard Class,49.65,Delivered
US-2016-164630,EB-13975,01-04-2016,01-09-2016,Standard Class,959.968,Delivered
US-2015-114839,PW-19240,4/26/2015,4/30/2015,Standard Class,408.422,Delivered
CA-2015-166464,PG-18895,09-12-2015,9/17/2015,Standard Class,479.984,Delivered
CA-2017-124898,DB-12910,09-11-2017,9/15/2017,Standard Class,184.66,Delivered
CA-2016-164035,CR-12730,06-12-2016,6/17/2016,Standard Class,23.12,Delivered
CA-2016-153577,KH-16330,6/27/2016,07-01-2016,Standard Class,37.464,Delivered
CA-2014-127586,CS-12400,9/26/2014,9/30/2014,Standard Class,310.12,Delivered
CA-2017-121615,DL-12925,11-03-2017,11-09-2017,Standard Class,8.56,Delivered
CA-2017-166415,ME-17725,2/19/2017,2/23/2017,Standard Class,11.22,Delivered
CA-2015-118444,VD-21670,11-05-2015,11-09-2015,Standard Class,387.136,Delivered
CA-2014-113929,CK-12205,6/16/2014,6/21/2014,Standard Class,41.4,Delivered
CA-2015-134747,DL-12925,10-12-2015,10/17/2015,Second Class,135.72,Delivered
CA-2017-155047,SE-20110,8/27/2017,8/30/2017,First Class,5.952,Delivered
CA-2016-160129,LS-17200,11/23/2016,11/23/2016,Same Day,15.8,Delivered
CA-2017-164329,MM-17920,1/30/2017,1/30/2017,Same Day,129.3,Delivered
US-2015-141453,DB-13270,11/30/2015,12-03-2015,Second Class,3.882,Delivered
CA-2014-156993,RW-19630,6/28/2014,07-04-2014,Standard Class,6.08,Delivered
CA-2014-157721,JM-16195,09-02-2014,09-05-2014,First Class,19.9,Delivered
CA-2017-128629,BP-11155,07-10-2017,7/14/2017,Second Class,18.84,Delivered
CA-2017-158106,CT-11995,06-04-2017,06-10-2017,Standard Class,8.64,Delivered
US-2017-120390,TH-21550,10/19/2017,10/26/2017,Standard Class,1633.188,Delivered
CA-2017-143434,ME-17320,11/18/2017,11/24/2017,Standard Class,19.76,Delivered
CA-2015-168564,TT-21220,08-08-2015,08-08-2015,Same Day,6.608,Delivered
US-2016-169040,GT-14710,12-06-2016,12-12-2016,Standard Class,156.792,Delivered
CA-2017-155880,JD-16150,3/25/2017,3/31/2017,Standard Class,90.99,Delivered
CA-2017-126242,MC-18100,11/19/2017,11/24/2017,Standard Class,305.01,Delivered
CA-2016-166443,LH-17020,11-04-2016,11-05-2016,First Class,38.29,Delivered
CA-2017-169859,MP-18175,12/14/2017,12/18/2017,Standard Class,26.25,Delivered
CA-2017-134915,EM-14140,11-12-2017,11-12-2017,Same Day,41.6,Delivered
CA-2016-153353,GG-14650,8/18/2016,8/24/2016,Standard Class,39.99,Delivered
CA-2017-123638,MA-17995,6/27/2017,07-04-2017,Standard Class,191.646,Delivered
CA-2017-168900,SH-20395,05-04-2017,05-09-2017,Standard Class,2.313,Delivered
CA-2015-158456,KT-16465,12/24/2015,12/29/2015,Standard Class,19.936,Delivered
CA-2017-143665,PO-19180,4/26/2017,05-01-2017,Standard Class,20.34,Delivered
CA-2017-137428,AY-10555,12/16/2017,12/21/2017,Second Class,81.568,Delivered
CA-2014-162866,Co-12640,12/27/2014,12/31/2014,Standard Class,32.952,Delivered
CA-2017-167941,JF-15565,11-06-2017,11-09-2017,Second Class,499.584,Delivered
CA-2017-111808,AR-10510,12/16/2017,12/20/2017,Standard Class,10.8,Delivered
CA-2015-137512,AG-10675,05-07-2015,05-12-2015,Standard Class,244.006,Delivered
CA-2017-139773,DV-13045,12-04-2017,12-04-2017,Same Day,188.552,Delivered
CA-2017-134607,HL-15040,10-03-2017,10-08-2017,Second Class,22.58,Delivered
CA-2014-109232,ND-18370,1/13/2014,1/16/2014,Second Class,545.94,Delivered
CA-2015-139850,GB-14575,06-12-2015,6/17/2015,Standard Class,20.736,Delivered
CA-2014-131310,CL-12565,07-12-2014,7/18/2014,Standard Class,123.136,Delivered
US-2014-112872,RC-19960,12-06-2014,12-11-2014,Second Class,53.424,Delivered
CA-2016-139269,JB-16045,5/25/2016,5/30/2016,Standard Class,24.96,Delivered
CA-2016-139010,MC-17635,2/21/2016,2/26/2016,Second Class,12.99,Delivered
CA-2016-134376,TT-21265,10-02-2016,10-06-2016,Standard Class,61.44,Delivered
CA-2017-147291,MJ-17740,03-11-2017,3/17/2017,Standard Class,895.92,Delivered
CA-2016-112893,AT-10735,09-09-2016,9/13/2016,Second Class,55.36,Delivered
US-2014-150532,PB-19150,7/14/2014,7/21/2014,Standard Class,55.92,Delivered
CA-2014-138317,NW-18400,6/21/2014,6/25/2014,Standard Class,24.896,Delivered
CA-2015-130610,VP-21730,07-05-2015,07-10-2015,Standard Class,19,Delivered
CA-2017-104381,RD-19810,12/16/2017,12/23/2017,Standard Class,33.376,Delivered
CA-2016-131499,MG-17875,09-08-2016,09-10-2016,First Class,207.48,Delivered
CA-2014-148761,PA-19060,5/17/2014,5/21/2014,Standard Class,91.68,Delivered
CA-2017-116519,CR-12730,10/13/2017,10/15/2017,First Class,904.9,Delivered
CA-2014-130729,AA-10375,10/24/2014,10/29/2014,Standard Class,34.272,Delivered
CA-2016-124772,JG-15160,12-05-2016,12-06-2016,First Class,191.82,Delivered
CA-2016-115525,RR-19525,7/25/2016,7/29/2016,Standard Class,243.88,Delivered
CA-2017-134845,SR-20425,4/17/2017,4/23/2017,Standard Class,12.03,Delivered
US-2015-138919,LS-16975,9/17/2015,9/21/2015,Standard Class,344.22,Delivered
US-2016-160528,MH-18115,8/23/2016,8/30/2016,Standard Class,727.296,Delivered
CA-2015-123568,SC-20095,11-08-2015,11/14/2015,Standard Class,5.04,Delivered
CA-2017-124674,JB-16000,11/17/2017,11/23/2017,Standard Class,327.7328,Delivered
CA-2015-164441,AC-10450,11-08-2015,11/13/2015,Standard Class,52.272,Delivered
CA-2017-169054,MO-17800,4/22/2017,4/26/2017,Standard Class,254.352,Delivered
CA-2014-106719,RB-19645,8/24/2014,8/24/2014,Same Day,8.288,Delivered
CA-2017-116855,AI-10855,12/17/2017,12/21/2017,Standard Class,504.9,Delivered
US-2016-164189,DR-12880,3/24/2016,3/28/2016,Standard Class,403.168,Delivered
CA-2015-168480,DM-12955,9/21/2015,9/27/2015,Standard Class,194.32,Delivered
US-2016-114293,JH-16180,11/21/2016,11/26/2016,Standard Class,195.136,Delivered
CA-2017-134173,AB-10060,9/16/2017,9/21/2017,Standard Class,20.736,Delivered
US-2015-123960,BD-11605,06-11-2015,6/16/2015,Standard Class,53.7,Delivered
CA-2017-101749,AS-10045,10-03-2017,10-08-2017,Standard Class,171.288,Delivered
US-2016-147991,ZD-21925,05-05-2016,05-09-2016,Standard Class,16.72,Delivered
CA-2017-149559,KF-16285,09-11-2017,09-12-2017,Same Day,12.96,Delivered
CA-2015-135174,BP-11230,4/30/2015,05-02-2015,Second Class,1022.97,Delivered
CA-2017-125290,CC-12430,11-06-2017,11-10-2017,Second Class,13.9,Delivered
CA-2014-137351,DB-13615,9/30/2014,10-04-2014,Standard Class,43.176,Delivered
CA-2017-121419,TC-21475,04-02-2017,04-04-2017,First Class,411.8,Delivered
US-2017-148054,NZ-18565,10-06-2017,10-11-2017,Standard Class,41.96,Delivered
CA-2016-128517,SW-20350,04-09-2016,4/14/2016,Second Class,517.9,Delivered
US-2015-100377,TS-21370,8/28/2015,09-01-2015,Standard Class,2799.96,Delivered
CA-2017-131492,HH-15010,10/19/2017,10/24/2017,Second Class,8.96,Delivered
CA-2016-144554,DM-13345,11-07-2016,11-12-2016,Standard Class,119.976,Delivered
CA-2017-127621,RE-19450,03-03-2017,03-07-2017,Standard Class,26.88,Delivered
CA-2015-145184,JD-16150,11/27/2015,11/29/2015,First Class,83.97,Delivered
CA-2017-106859,BF-11215,3/13/2017,3/18/2017,Second Class,90.8,Delivered
US-2017-120089,ML-17755,11/30/2017,11/30/2017,Same Day,663.936,Delivered
CA-2014-119375,YC-21895,11/17/2014,11/22/2014,Standard Class,2934.33,Delivered
CA-2016-125206,LR-16915,01-03-2016,01-05-2016,First Class,114.46,Delivered
CA-2015-126137,BS-11755,10-03-2015,10-08-2015,Standard Class,120.666,Delivered
CA-2014-143903,KM-16375,7/20/2014,7/24/2014,Standard Class,342.864,Delivered
CA-2014-104780,BT-11530,5/21/2014,5/25/2014,Standard Class,31.84,Delivered
CA-2017-101182,KB-16405,09-04-2017,09-05-2017,First Class,12.96,Delivered
US-2017-132297,DW-13480,5/27/2017,06-02-2017,Standard Class,58.34,Delivered
CA-2014-100328,JC-15340,1/28/2014,02-03-2014,Standard Class,3.928,Delivered
CA-2017-118773,TP-21415,02-09-2017,2/14/2017,Standard Class,252.784,Delivered
US-2017-159205,DB-12910,3/31/2017,04-02-2017,Second Class,61,Delivered
CA-2016-112123,BH-11710,03-03-2016,03-08-2016,Standard Class,447.86,Delivered
CA-2015-114468,TD-20995,8/23/2015,8/23/2015,Same Day,31.68,Delivered
CA-2017-135692,CV-12805,4/27/2017,05-01-2017,Standard Class,33.12,Delivered
CA-2017-131233,CS-12355,4/14/2017,4/19/2017,Standard Class,10.776,Delivered
CA-2017-119578,JG-15310,12/22/2017,12/27/2017,Second Class,695.16,Delivered
CA-2016-124562,JP-16135,12-08-2016,12-12-2016,Standard Class,12.957,Delivered
US-2017-140074,EC-14050,3/23/2017,3/29/2017,Standard Class,25.68,Delivered
CA-2016-103037,KH-16630,7/25/2016,7/29/2016,Standard Class,15.712,Delivered
CA-2017-127460,FG-14260,07-10-2017,7/14/2017,Standard Class,298.464,Delivered
CA-2016-121671,AA-10480,7/17/2016,7/22/2016,Standard Class,21.93,Delivered
CA-2016-150350,MS-17770,8/23/2016,8/30/2016,Standard Class,837.6,Delivered
CA-2015-121720,JE-15610,06-11-2015,06-12-2015,First Class,1123.92,Delivered
CA-2017-149895,EB-14110,09-08-2017,09-12-2017,Standard Class,258.528,Delivered
CA-2017-147564,BP-11155,10-02-2017,10-06-2017,Standard Class,49.12,Delivered
CA-2014-136399,CC-12100,12/16/2014,12/17/2014,First Class,44.46,Delivered
CA-2014-107916,JP-15460,8/24/2014,8/26/2014,First Class,13.28,Delivered
CA-2017-164168,LS-16975,11-12-2017,11/18/2017,Standard Class,30.56,Delivered
CA-2015-112557,JL-15850,4/25/2015,4/28/2015,First Class,206.43,Delivered
US-2014-122959,CY-12745,12-12-2014,12-12-2014,Same Day,210.392,Delivered
CA-2017-162572,RB-19360,9/25/2017,9/27/2017,Second Class,119.96,Delivered
US-2016-148110,AR-10825,09-05-2016,09-11-2016,Standard Class,347.802,Delivered
CA-2017-131828,CS-11845,02-11-2017,2/13/2017,Second Class,963.136,Delivered
CA-2014-109218,AR-10825,6/30/2014,07-03-2014,Second Class,32.4,Delivered
CA-2016-120558,RD-19810,06-07-2016,06-10-2016,First Class,32.4,Delivered
US-2014-109036,KH-16510,12/20/2014,12/25/2014,Standard Class,31.05,Delivered
CA-2015-147830,NF-18385,12/15/2015,12/18/2015,First Class,2025.36,Delivered
CA-2017-150497,SM-20950,7/20/2017,7/24/2017,Standard Class,735.98,Delivered
CA-2014-128986,GH-14410,08-03-2014,08-05-2014,Second Class,93.024,Delivered
CA-2015-139584,EM-13810,8/24/2015,8/28/2015,Standard Class,284.364,Delivered
US-2016-162677,DB-13210,3/26/2016,3/27/2016,First Class,67.64,Delivered
US-2014-150924,PT-19090,09-12-2014,9/16/2014,Second Class,5.18,Delivered
CA-2014-153969,HF-14995,9/21/2014,9/25/2014,Standard Class,15.56,Delivered
CA-2016-146682,KW-16435,10/29/2016,10/31/2016,First Class,67,Delivered
CA-2016-138695,KC-16675,5/28/2016,06-03-2016,Standard Class,390.272,Delivered
CA-2017-107461,PK-19075,12/21/2017,12/26/2017,Second Class,23.88,Delivered
US-2016-133879,KT-16465,3/21/2016,3/28/2016,Standard Class,3.168,Delivered
CA-2017-157483,EP-13915,11-11-2017,11/18/2017,Standard Class,181.86,Delivered
US-2017-132059,AP-10915,9/23/2017,9/29/2017,Standard Class,180.588,Delivered
CA-2017-122280,SH-20395,09-10-2017,09-10-2017,Same Day,18.76,Delivered
CA-2017-105235,SM-20950,12-05-2017,12-11-2017,Standard Class,20.94,Delivered
CA-2017-152912,BM-11650,11-09-2017,11-12-2017,Second Class,9.64,Delivered
CA-2014-123498,TC-20980,11-07-2014,11-09-2014,First Class,26.046,Delivered
CA-2017-159352,KB-16585,03-12-2017,3/17/2017,Standard Class,69.93,Delivered
US-2017-146416,JE-16165,10/20/2017,10/22/2017,Second Class,3.75,Delivered
US-2015-163783,DR-12940,12/27/2015,01-01-2016,Standard Class,12.672,Delivered
CA-2017-123981,RW-19630,10-02-2017,10-08-2017,Standard Class,65.99,Delivered
CA-2017-158953,ML-18040,06-04-2017,06-08-2017,Standard Class,6.37,Delivered
CA-2014-165428,JL-15130,09-01-2014,09-04-2014,First Class,3.648,Delivered
CA-2016-169026,CM-12655,08-08-2016,8/13/2016,Standard Class,23.34,Delivered
CA-2017-109750,FH-14365,7/22/2017,7/28/2017,Standard Class,29.97,Delivered
CA-2015-149384,EH-13945,07-10-2015,07-10-2015,Same Day,3.366,Delivered
CA-2014-131527,TB-21280,12-01-2014,12-07-2014,Standard Class,95.968,Delivered
CA-2017-164000,AH-10030,12/18/2017,12/22/2017,Standard Class,18.704,Delivered
CA-2014-164224,TT-21070,5/18/2014,5/20/2014,Second Class,149.232,Delivered
CA-2014-158372,RD-19900,11-10-2014,11/16/2014,Standard Class,601.536,Delivered
CA-2016-108882,LA-16780,01-09-2016,1/15/2016,Standard Class,349.95,Delivered
US-2017-108245,SH-19975,9/22/2017,9/27/2017,Standard Class,13.392,Delivered
CA-2014-142314,SF-20200,12/23/2014,12/28/2014,Standard Class,207.24,Delivered
CA-2016-132409,TH-21235,5/26/2016,06-01-2016,Standard Class,1.504,Delivered
CA-2017-150189,VG-21790,07-08-2017,07-10-2017,First Class,75.18,Delivered
CA-2014-114433,NP-18325,5/13/2014,5/17/2014,Standard Class,149.97,Delivered
CA-2017-104640,FH-14275,11-10-2017,11/16/2017,Standard Class,931.176,Delivered
US-2015-137008,JP-15460,10-02-2015,10-08-2015,Standard Class,94.85,Delivered
CA-2014-108189,ES-14080,10-02-2014,10-05-2014,First Class,9.408,Delivered
CA-2014-154641,KL-16645,08-11-2014,8/16/2014,Standard Class,375.34,Delivered
CA-2017-131625,BN-11515,09-01-2017,09-05-2017,Second Class,114.9,Delivered
US-2017-156356,ND-18370,4/16/2017,4/22/2017,Standard Class,26.046,Delivered
CA-2016-138933,JL-15130,4/24/2016,4/27/2016,First Class,3.984,Delivered
CA-2016-140746,RC-19825,1/15/2016,1/15/2016,Same Day,181.797,Delivered
CA-2016-146836,CC-12475,05-02-2016,05-02-2016,Same Day,44.94,Delivered
US-2016-127971,DW-13195,11/20/2016,11/27/2016,Standard Class,318.43,Delivered
US-2016-140809,CK-12760,02-01-2016,02-03-2016,First Class,56.45,Delivered
CA-2017-114524,EG-13900,3/31/2017,04-05-2017,Second Class,13.468,Delivered
CA-2017-113355,SJ-20215,12-01-2017,12-05-2017,Standard Class,219.8,Delivered
US-2017-140907,BP-11185,12-10-2017,12-12-2017,Second Class,49.08,Delivered
CA-2016-159730,SJ-20125,9/17/2016,9/21/2016,Standard Class,113.888,Delivered
CA-2016-157868,MC-17590,12/23/2016,12/29/2016,Standard Class,24.85,Delivered
CA-2017-119389,BG-11740,4/17/2017,4/19/2017,First Class,60.312,Delivered
CA-2017-110373,MA-17560,10/27/2017,10/30/2017,Second Class,7.056,Delivered
CA-2016-155474,CC-12220,07-08-2016,7/14/2016,Standard Class,107.984,Delivered
CA-2015-155453,RA-19885,08-09-2015,8/14/2015,Standard Class,4.608,Delivered
US-2016-161844,DK-12835,12-09-2016,12/14/2016,Second Class,79.974,Delivered
US-2016-162103,LB-16795,11/13/2016,11/17/2016,Standard Class,3.136,Delivered
CA-2014-151554,CM-11815,11/14/2014,11/15/2014,First Class,20.736,Delivered
CA-2014-140662,TS-21205,11/17/2014,11/19/2014,First Class,99.98,Delivered
CA-2016-122518,RF-19345,03-04-2016,03-08-2016,Second Class,10.08,Delivered
US-2014-126571,JF-15565,10-11-2014,10/15/2014,Standard Class,281.904,Delivered
CA-2014-143840,EH-14185,5/22/2014,5/29/2014,Standard Class,135.98,Delivered
CA-2014-115980,VW-21775,7/15/2014,7/19/2014,Standard Class,2.97,Delivered
CA-2015-155145,KN-16450,12/27/2015,12/29/2015,Second Class,7.92,Delivered
CA-2015-146038,SJ-20215,02-09-2015,2/16/2015,Standard Class,203.92,Delivered
CA-2017-133865,PS-19045,05-08-2017,05-12-2017,Standard Class,3359.952,Delivered
CA-2017-116358,KM-16225,11-02-2017,11-06-2017,Standard Class,18.24,Delivered
CA-2014-102988,GM-14695,04-05-2014,04-09-2014,Second Class,22.96,Delivered
US-2014-117170,KT-16465,9/17/2014,9/24/2014,Standard Class,47.984,Delivered
CA-2014-159478,MH-17785,9/30/2014,10-06-2014,Standard Class,15.24,Delivered
CA-2014-103702,AF-10885,09-12-2014,9/17/2014,Standard Class,63.924,Delivered
CA-2017-150525,JP-16135,2/20/2017,2/25/2017,Standard Class,6.56,Delivered
CA-2015-157770,RD-19585,12/13/2015,12/15/2015,First Class,494.376,Delivered
CA-2016-167290,JF-15295,10/30/2016,11-04-2016,Standard Class,11.68,Delivered
CA-2014-106264,CK-12595,12/26/2014,12/30/2014,Standard Class,11.91,Delivered
CA-2014-138023,KH-16510,8/15/2014,8/18/2014,First Class,30.96,Delivered
CA-2017-113418,CM-12655,10-01-2017,10-03-2017,First Class,1704.89,Delivered
US-2015-110569,EB-13870,5/23/2015,5/30/2015,Standard Class,19.194,Delivered
CA-2017-136308,MW-18235,11/16/2017,11/16/2017,Same Day,1919.976,Delivered
US-2014-159926,CS-11950,11/18/2014,11/22/2014,Standard Class,50.997,Delivered
CA-2014-104738,SP-20620,12/30/2014,01-01-2015,Second Class,12.984,Delivered
CA-2015-144386,GT-14635,11-05-2015,11-11-2015,Standard Class,25.344,Delivered
CA-2016-111416,LW-17215,9/17/2016,9/22/2016,Standard Class,232.4,Delivered
CA-2016-162747,AH-10030,3/20/2016,3/25/2016,Second Class,86.45,Delivered
US-2014-133130,TH-21100,9/27/2014,10-01-2014,Standard Class,603.92,Delivered
CA-2017-169978,HG-15025,12/24/2017,12/28/2017,Standard Class,271.764,Delivered
CA-2017-161739,EB-13750,11-10-2017,11/15/2017,Second Class,341.96,Delivered
CA-2015-165057,SC-20725,09-11-2015,9/15/2015,Standard Class,181.35,Delivered
CA-2014-134551,TS-21505,12/20/2014,12/25/2014,Standard Class,43.512,Delivered
CA-2015-120810,TH-21550,7/23/2015,7/27/2015,Standard Class,68.94,Delivered
CA-2014-165309,KD-16270,11-11-2014,11/15/2014,Standard Class,896.99,Delivered
CA-2017-122595,GM-14455,12/14/2017,12/20/2017,Standard Class,227.976,Delivered
US-2017-109253,PR-18880,8/21/2017,8/22/2017,First Class,17.12,Delivered
CA-2016-145982,TB-21055,8/27/2016,09-01-2016,Second Class,122.97,Delivered
CA-2015-112014,ON-18715,8/13/2015,8/20/2015,Standard Class,50.8,Delivered
CA-2017-154732,AH-10195,11-05-2017,11-07-2017,First Class,16.03,Delivered
US-2016-157308,NM-18520,8/17/2016,8/21/2016,Standard Class,15.712,Delivered
CA-2016-147536,AR-10510,12/26/2016,12/31/2016,Standard Class,89.97,Delivered
US-2014-134733,BM-11650,9/23/2014,9/28/2014,Standard Class,435.999,Delivered
US-2014-150434,CA-12310,7/19/2014,7/24/2014,Standard Class,359.98,Delivered
CA-2017-100335,NF-18595,09-07-2017,9/13/2017,Standard Class,73.008,Delivered
CA-2016-139234,AF-10870,05-06-2016,05-10-2016,Standard Class,3.208,Delivered
US-2015-142020,TC-21535,06-04-2015,06-08-2015,Second Class,30.44,Delivered
CA-2015-139962,Dp-13240,12/13/2015,12/20/2015,Standard Class,19.44,Delivered
CA-2016-130050,MC-17425,7/16/2016,7/18/2016,Second Class,9.552,Delivered
CA-2014-115161,LC-17050,1/31/2014,02-02-2014,First Class,290.666,Delivered
CA-2014-165379,BM-11650,07-09-2014,7/15/2014,Standard Class,10.368,Delivered
CA-2015-115511,NW-18400,11/21/2015,11/25/2015,Standard Class,141.96,Delivered
CA-2016-134887,TB-21280,3/25/2016,3/25/2016,Same Day,1287.45,Delivered
CA-2017-123778,BS-11755,9/23/2017,9/30/2017,Standard Class,25.824,Delivered
CA-2015-161718,SO-20335,12-04-2015,12-10-2015,Standard Class,28.44,Delivered
CA-2016-100671,CS-12490,11-01-2016,11-04-2016,First Class,111.672,Delivered
CA-2017-142867,PO-19180,3/17/2017,3/21/2017,Standard Class,13.776,Delivered
CA-2017-103156,TD-20995,11/23/2017,11/24/2017,First Class,24.048,Delivered
US-2017-162208,SP-20620,8/27/2017,8/30/2017,First Class,2.896,Delivered
CA-2015-130659,MS-17365,12-04-2015,12-09-2015,Second Class,17.94,Delivered
CA-2017-148404,Dp-13240,10-07-2017,10-11-2017,Standard Class,580.672,Delivered
CA-2017-101077,DB-13660,3/25/2017,3/30/2017,Second Class,6.848,Delivered
CA-2014-166471,MG-17650,08-09-2014,8/13/2014,Standard Class,1091.168,Delivered
CA-2014-105340,EH-14185,11/22/2014,11/25/2014,First Class,6.928,Delivered
US-2017-131583,CL-11890,06-10-2017,06-10-2017,Same Day,40.032,Delivered
US-2017-148362,KF-16285,07-01-2017,07-08-2017,Standard Class,443.92,Delivered
CA-2014-102274,DH-13075,11/21/2014,11/26/2014,Standard Class,36.99,Delivered
CA-2015-129700,LA-16780,05-04-2015,05-05-2015,First Class,22.288,Delivered
CA-2017-168739,HZ-14950,5/29/2017,06-05-2017,Standard Class,65.424,Delivered
CA-2015-152527,CM-12190,10/17/2015,10/17/2015,Same Day,77.88,Delivered
US-2014-150119,LB-16795,4/23/2014,4/27/2014,Standard Class,281.372,Delivered
US-2017-150847,JF-15490,4/30/2017,05-06-2017,Standard Class,10.368,Delivered
CA-2016-100244,GM-14695,9/20/2016,9/24/2016,Standard Class,65.79,Delivered
CA-2016-116540,SS-20590,09-02-2016,09-02-2016,Same Day,1.81,Delivered
CA-2015-151841,TC-21475,4/27/2015,05-02-2015,Standard Class,43.56,Delivered
CA-2015-150791,CC-12430,09-06-2015,9/13/2015,Standard Class,271.764,Delivered
CA-2016-134803,CL-12565,5/28/2016,06-03-2016,Standard Class,262.24,Delivered
CA-2015-153381,DE-13255,9/24/2015,9/28/2015,Standard Class,15.24,Delivered
US-2017-111024,SZ-20035,07-03-2017,07-06-2017,Second Class,32.896,Delivered
CA-2017-148264,LF-17185,12-08-2017,12-09-2017,First Class,29.79,Delivered
CA-2017-131212,AB-10165,12-05-2017,12-09-2017,Standard Class,24.816,Delivered
US-2015-100531,NM-18520,9/27/2015,9/29/2015,First Class,15.08,Delivered
CA-2017-152583,RA-19945,10/30/2017,10/30/2017,Same Day,16.192,Delivered
CA-2015-144099,PO-19195,11/29/2015,11/30/2015,Same Day,4.304,Delivered
CA-2014-158337,KA-16525,03-11-2014,3/14/2014,Second Class,108.92,Delivered
CA-2017-168858,JD-16150,11/19/2017,11/23/2017,Standard Class,16.74,Delivered
CA-2016-116344,JO-15145,7/29/2016,08-02-2016,Standard Class,84.784,Delivered
CA-2015-131779,LE-16810,06-12-2015,6/17/2015,Standard Class,29.9,Delivered
CA-2016-158869,AH-10690,08-06-2016,08-07-2016,First Class,70.88,Delivered
CA-2017-102554,KN-16705,06-11-2017,6/15/2017,Standard Class,3.76,Delivered
CA-2016-162614,TB-21250,10-07-2016,10/13/2016,Standard Class,27.264,Delivered
CA-2014-168592,DP-13390,09-08-2014,9/14/2014,Standard Class,56.65,Delivered
CA-2014-157609,KN-16705,3/16/2014,3/21/2014,Second Class,471.92,Delivered
CA-2015-153325,ST-20530,03-01-2015,03-02-2015,Second Class,58.72,Delivered
CA-2015-153626,EB-13870,07-09-2015,7/14/2015,Standard Class,5.16,Delivered
CA-2016-166485,AH-10210,2/20/2016,2/27/2016,Standard Class,16.496,Delivered
CA-2017-136448,AS-10090,9/16/2017,9/18/2017,First Class,71.976,Delivered
CA-2017-114258,EM-13825,11-05-2017,11-10-2017,Second Class,492.768,Delivered
CA-2015-152611,KA-16525,2/20/2015,2/23/2015,Second Class,286.79,Delivered
CA-2016-165470,HJ-14875,11/25/2016,11/30/2016,Standard Class,5.08,Delivered
CA-2017-128699,ND-18370,12-03-2017,12-05-2017,Second Class,47.992,Delivered
US-2015-147242,EH-13765,09-10-2015,9/14/2015,Standard Class,61.96,Delivered
CA-2016-146143,MC-17845,12/14/2016,12/19/2016,Standard Class,133.38,Delivered
CA-2015-100888,MH-17455,04-06-2015,04-10-2015,Standard Class,47.952,Delivered
US-2016-150035,CL-11890,12-01-2016,12-05-2016,Standard Class,16.74,Delivered
CA-2017-122644,SF-20965,11-12-2017,11/17/2017,Standard Class,10.848,Delivered
CA-2017-111815,EP-13915,03-03-2017,03-10-2017,Standard Class,180.98,Delivered
CA-2016-144911,RW-19630,11/27/2016,11/30/2016,First Class,34.95,Delivered
CA-2014-143385,SJ-20500,8/31/2014,09-05-2014,Standard Class,92.52,Delivered
CA-2016-131289,SP-20620,12-08-2016,12/14/2016,Standard Class,8.56,Delivered
