order_id,product_name,quantity,unit_price,discount_pct
CA-2017-161956,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2,198.46,0
CA-2016-141019,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1,79.384,0.2
CA-2017-108560,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2,198.46,0
CA-2016-129126,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",4,396.92,0
CA-2016-107104,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6,595.38,0
CA-2015-149342,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6,595.38,0
CA-2015-113215,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",3,238.152,0.2
US-2017-161935,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",5,396.92,0.2
CA-2014-153850,"Eldon 200 Class Desk Accessories, Burgundy",7,35.168,0.2
CA-2017-114552,"Eldon 200 Class Desk Accessories, Burgundy",3,15.072,0.2
CA-2017-126382,"Eldon 200 Class Desk Accessories, Burgundy",7,35.168,0.2
CA-2017-121048,"Eldon 200 Class Desk Accessories, Burgundy",3,18.84,0
US-2015-115238,"Eldon 200 Class Desk Accessories, Burgundy",5,31.4,0
CA-2017-164756,"Master Caster Door Stop, Gray",4,20.32,0
CA-2017-122595,"Master Caster Door Stop, Gray",1,2.032,0.6
CA-2017-116113,"Master Caster Door Stop, Gray",2,10.16,0
CA-2015-130253,"Master Caster Door Stop, Gray",3,15.24,0
US-2015-128587,"Eldon Regeneration Recycled Desk Accessories, Black",2,9.68,0
US-2015-131359,"Eldon Regeneration Recycled Desk Accessories, Black",4,15.488,0.2
US-2016-113985,"Eldon Regeneration Recycled Desk Accessories, Black",3,14.52,0
US-2014-138758,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",2,69.008,0.2
CA-2017-161333,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",2,86.26,0
CA-2017-112774,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",1,34.504,0.2
CA-2015-154284,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",3,51.756,0.6
CA-2016-100965,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",5,215.65,0
CA-2016-110009,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",1,43.13,0
CA-2016-169887,"Linden 12"" Wall Clock With Oak Frame",3,101.94,0
CA-2017-119564,"Master Giant Foot Doorstop, Safety Yellow",3,22.77,0
CA-2016-128972,"Master Giant Foot Doorstop, Safety Yellow",4,30.36,0
CA-2014-156314,"Master Giant Foot Doorstop, Safety Yellow",5,30.36,0.2
CA-2016-101168,"Master Big Foot Doorstop, Beige",4,21.12,0
CA-2015-142237,"Master Big Foot Doorstop, Beige",6,25.344,0.2
CA-2017-161102,"Master Big Foot Doorstop, Beige",7,36.96,0
CA-2017-150602,"Master Big Foot Doorstop, Beige",4,21.12,0
CA-2017-138464,"Master Big Foot Doorstop, Beige",3,15.84,0
US-2014-137155,"Master Big Foot Doorstop, Beige",6,31.68,0
CA-2016-157259,Luxo Adjustable Task Clamp Lamp,9,799.56,0
CA-2015-141012,Luxo Adjustable Task Clamp Lamp,4,355.36,0
CA-2014-160276,Luxo Adjustable Task Clamp Lamp,2,177.68,0
CA-2014-103317,Luxo Adjustable Task Clamp Lamp,3,213.216,0.2
CA-2014-148614,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",2,19.3,0
CA-2015-128083,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",4,30.88,0.2
US-2014-147606,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",5,19.3,0.6
US-2014-147627,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",4,38.6,0
CA-2017-133102,36X48 HARDFLOOR CHAIRMAT,2,16.784,0.6
CA-2017-140480,36X48 HARDFLOOR CHAIRMAT,4,83.92,0
CA-2015-125185,36X48 HARDFLOOR CHAIRMAT,2,33.568,0.2
CA-2016-101791,36X48 HARDFLOOR CHAIRMAT,3,25.176,0.6
CA-2016-129728,36X48 HARDFLOOR CHAIRMAT,8,167.84,0
US-2017-148054,36X48 HARDFLOOR CHAIRMAT,2,41.96,0
CA-2016-134789,Eldon Radial Chair Mat for Low to Medium Pile Carpets,4,159.92,0
CA-2014-167486,Eldon Radial Chair Mat for Low to Medium Pile Carpets,5,199.9,0
CA-2017-157448,Eldon Radial Chair Mat for Low to Medium Pile Carpets,3,119.94,0
CA-2017-156958,Eldon Radial Chair Mat for Low to Medium Pile Carpets,5,199.9,0
CA-2016-144344,Eldon Radial Chair Mat for Low to Medium Pile Carpets,2,63.968,0.2
CA-2017-128363,Eldon Radial Chair Mat for Low to Medium Pile Carpets,1,31.984,0.2
CA-2017-104731,Regeneration Desk Collection,5,8.8,0
CA-2014-124737,Regeneration Desk Collection,3,4.224,0.2
CA-2016-134334,Regeneration Desk Collection,6,10.56,0
CA-2016-127985,Regeneration Desk Collection,4,7.04,0
CA-2015-155334,Regeneration Desk Collection,3,5.28,0
CA-2015-140921,Coloredge Poster Frame,2,28.4,0
CA-2015-140410,Coloredge Poster Frame,3,42.6,0
CA-2016-131205,Coloredge Poster Frame,3,42.6,0
CA-2017-118731,Coloredge Poster Frame,3,42.6,0
CA-2016-137337,Coloredge Poster Frame,8,113.6,0
CA-2017-149160,Coloredge Poster Frame,2,28.4,0
CA-2017-101014,Electrix Fluorescent Magnifier Lamps & Weighted Base,3,148.02,0
CA-2016-133368,Electrix Fluorescent Magnifier Lamps & Weighted Base,8,315.776,0.2
CA-2015-107678,"Tenex ""The Solids"" Textured Chair Mats",3,209.88,0
CA-2016-163755,"Tenex ""The Solids"" Textured Chair Mats",3,209.88,0
CA-2016-154018,"Tenex ""The Solids"" Textured Chair Mats",5,139.92,0.6
CA-2017-103968,"Tenex ""The Solids"" Textured Chair Mats",9,629.64,0
US-2016-100566,"Tenex ""The Solids"" Textured Chair Mats",3,83.952,0.6
US-2015-130519,"Tenex ""The Solids"" Textured Chair Mats",1,55.968,0.2
US-2017-107888,"Tenex ""The Solids"" Textured Chair Mats",2,139.92,0
CA-2017-161172,Nu-Dell Oak Frame,6,51.264,0.2
CA-2016-120250,Nu-Dell Oak Frame,3,25.632,0.2
CA-2015-149097,Nu-Dell Oak Frame,7,74.76,0
CA-2015-149517,"Seth Thomas 8 1/2"" Cubicle Clock",3,60.84,0
CA-2015-133242,"Seth Thomas 8 1/2"" Cubicle Clock",3,60.84,0
CA-2015-121720,"Seth Thomas 8 1/2"" Cubicle Clock",3,48.672,0.2
US-2014-119081,"Seth Thomas 8 1/2"" Cubicle Clock",2,40.56,0
CA-2017-107314,Contemporary Borderless Frame,3,25.83,0
CA-2014-130673,Contemporary Borderless Frame,3,10.332,0.6
CA-2015-143077,Howard Miller Distant Time Traveler Alarm Clock,2,21.936,0.6
CA-2016-101161,Howard Miller Distant Time Traveler Alarm Clock,3,82.26,0
CA-2016-113726,Howard Miller Distant Time Traveler Alarm Clock,3,82.26,0
CA-2017-107874,Howard Miller Distant Time Traveler Alarm Clock,1,27.42,0
CA-2017-155621,Howard Miller Distant Time Traveler Alarm Clock,10,274.2,0
CA-2017-144638,Howard Miller Distant Time Traveler Alarm Clock,2,43.872,0.2
CA-2017-108112,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",4,220.064,0.2
CA-2016-148684,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",5,343.85,0
CA-2016-144344,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",3,165.048,0.2
CA-2014-124702,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",2,137.54,0
US-2017-119438,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",3,82.524,0.6
CA-2014-141726,Nu-Dell Leatherette Frames,3,43.02,0
CA-2017-126074,Nu-Dell Leatherette Frames,11,157.74,0
CA-2017-132430,Nu-Dell Leatherette Frames,4,45.888,0.2
CA-2017-138156,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",2,147.568,0.2
CA-2017-136350,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3,276.69,0
CA-2017-121048,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3,276.69,0
CA-2016-144645,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",2,73.784,0.6
CA-2017-100223,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",9,332.028,0.6
US-2017-110576,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",7,516.488,0.2
CA-2017-100097,"DataProducts Ampli Magnifier Task Lamp, Black,",5,135.3,0
CA-2017-128783,"DataProducts Ampli Magnifier Task Lamp, Black,",5,135.3,0
CA-2014-131541,"DataProducts Ampli Magnifier Task Lamp, Black,",6,129.888,0.2
CA-2015-139850,"DataProducts Ampli Magnifier Task Lamp, Black,",2,43.296,0.2
CA-2015-134859,"DataProducts Ampli Magnifier Task Lamp, Black,",3,64.944,0.2
CA-2016-105732,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",14,1336.44,0
CA-2016-117590,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",5,190.92,0.6
CA-2016-137043,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",6,572.76,0
CA-2016-137043,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",3,286.38,0
CA-2017-136882,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",5,477.3,0
US-2016-105452,"Eldon Image Series Desk Accessories, Ebony",5,24.7,0.6
CA-2016-142762,"Eldon Image Series Desk Accessories, Ebony",3,37.05,0
CA-2016-162747,"Eldon Image Series Desk Accessories, Ebony",7,86.45,0
CA-2014-127012,"Eldon Image Series Desk Accessories, Ebony",1,12.35,0
US-2017-162558,"Eldon Image Series Desk Accessories, Ebony",2,19.76,0.2
CA-2014-166954,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",5,303.25,0
CA-2015-131352,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",3,72.78,0.6
CA-2017-127929,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",3,181.95,0
US-2015-134026,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2,97.04,0.2
CA-2017-143063,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2,121.3,0
CA-2017-140053,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",9,545.85,0
CA-2017-144638,Westinghouse Clip-On Gooseneck Lamps,1,6.696,0.2
CA-2016-139395,Westinghouse Clip-On Gooseneck Lamps,4,33.48,0
CA-2016-155992,Westinghouse Clip-On Gooseneck Lamps,5,41.85,0
CA-2015-136805,Westinghouse Clip-On Gooseneck Lamps,9,75.33,0
CA-2016-102134,Westinghouse Clip-On Gooseneck Lamps,2,16.74,0
CA-2014-150329,Westinghouse Clip-On Gooseneck Lamps,7,46.872,0.2
CA-2014-143903,Westinghouse Clip-On Gooseneck Lamps,5,16.74,0.6
US-2017-123281,Westinghouse Clip-On Gooseneck Lamps,3,25.11,0
US-2016-150035,Westinghouse Clip-On Gooseneck Lamps,2,16.74,0
US-2016-116400,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",4,39.92,0
CA-2016-119074,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",4,39.92,0
CA-2016-133795,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",4,39.92,0
CA-2016-161746,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",2,19.96,0
CA-2016-162348,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",1,9.98,0
CA-2016-108105,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,4,318.08,0
CA-2016-110898,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,5,159.04,0.6
CA-2014-101560,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,5,397.6,0
CA-2014-160157,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,3,190.848,0.2
US-2016-125969,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,3,238.56,0
US-2016-159415,"Ultra Door Kickplate, 8""H x 34""W",5,79.12,0.2
CA-2017-127313,"Ultra Door Kickplate, 8""H x 34""W",5,79.12,0.2
CA-2016-167682,"Seth Thomas 13 1/2"" Wall Clock",4,71.12,0
CA-2017-163006,"Seth Thomas 13 1/2"" Wall Clock",2,14.224,0.6
CA-2015-108672,"Seth Thomas 13 1/2"" Wall Clock",6,106.68,0
CA-2015-111612,"Seth Thomas 13 1/2"" Wall Clock",5,71.12,0.2
CA-2015-149587,"Seth Thomas 13 1/2"" Wall Clock",3,53.34,0
CA-2016-120369,"Tenex Chairmat w/ Average Lip, 45"" x 53""",5,756.8,0
US-2016-105452,"Tenex Chairmat w/ Average Lip, 45"" x 53""",5,302.72,0.6
CA-2016-157280,"Tenex Chairmat w/ Average Lip, 45"" x 53""",5,756.8,0
CA-2016-160241,"Tenex Chairmat w/ Average Lip, 45"" x 53""",4,242.176,0.6
CA-2017-115070,Stackable Trays,5,12.32,0.2
US-2015-158911,Stackable Trays,2,4.928,0.2
CA-2015-125066,Stackable Trays,2,6.16,0
CA-2015-116750,Stackable Trays,2,4.928,0.2
CA-2014-116673,Stackable Trays,2,6.16,0
US-2017-106145,Stackable Trays,3,9.24,0
US-2017-147886,Stackable Trays,7,21.56,0
CA-2015-145457,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",5,46.9,0
CA-2017-139416,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",2,15.008,0.2
CA-2017-136448,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",3,22.512,0.2
CA-2017-157854,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",6,56.28,0
CA-2016-137176,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",4,15.008,0.6
CA-2017-117947,"DAX Metal Frame, Desktop, Stepped-Edge",2,40.48,0
CA-2017-152583,"DAX Metal Frame, Desktop, Stepped-Edge",2,16.192,0.6
US-2015-100531,"DAX Metal Frame, Desktop, Stepped-Edge",3,24.288,0.6
CA-2015-148964,"DAX Metal Frame, Desktop, Stepped-Edge",1,20.24,0
CA-2014-154095,"DAX Metal Frame, Desktop, Stepped-Edge",3,60.72,0
CA-2014-143210,"Linden 10"" Round Wall Clock, Black",3,45.84,0
CA-2017-135069,"Linden 10"" Round Wall Clock, Black",3,36.672,0.2
CA-2017-131492,"Linden 10"" Round Wall Clock, Black",2,30.56,0
CA-2017-107503,"Linden 10"" Round Wall Clock, Black",4,48.896,0.2
CA-2016-165848,"Linden 10"" Round Wall Clock, Black",4,61.12,0
US-2017-119319,"Linden 10"" Round Wall Clock, Black",5,30.56,0.6
CA-2017-168739,Eldon Executive Woodline II Cherry Finish Desk Accessories,4,65.424,0.6
CA-2016-101693,Eldon Executive Woodline II Cherry Finish Desk Accessories,2,32.712,0.6
CA-2015-166975,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,11,692.472,0.2
US-2014-102631,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,3,94.428,0.6
CA-2016-158435,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,4,173.24,0
CA-2017-123134,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,3,129.93,0
CA-2016-113061,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,2,86.62,0
CA-2014-141607,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,1,43.31,0
CA-2015-118843,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,3,129.93,0
CA-2016-102127,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",3,37.74,0
CA-2017-115994,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",3,37.74,0
CA-2017-112956,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",2,25.16,0
CA-2016-160129,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",7,70.448,0.2
CA-2017-143574,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",2,25.16,0
CA-2017-121580,Eldon Wave Desk Accessories,3,6.24,0
CA-2015-121188,Eldon Wave Desk Accessories,2,4.16,0
CA-2014-166884,Eldon Wave Desk Accessories,5,8.32,0.2
CA-2014-144414,Eldon Wave Desk Accessories,3,6.24,0
CA-2014-103989,Eldon Wave Desk Accessories,3,4.992,0.2
CA-2014-112837,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,127.95,0
CA-2015-127593,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",2,85.3,0
CA-2017-129028,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,127.95,0
CA-2016-169103,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,102.36,0.2
CA-2016-154235,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,127.95,0
US-2015-156867,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,102.36,0.2
US-2015-111927,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,76.14,0
CA-2017-108035,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",5,101.52,0.2
CA-2017-104801,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1,107.53,0
CA-2015-136196,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,322.59,0
CA-2016-116736,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,322.59,0
CA-2014-169460,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,76.14,0
US-2017-100930,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,258.072,0.2
CA-2014-107454,Tensor Computer Mounted Lamp,6,89.34,0
CA-2014-126760,Tensor Computer Mounted Lamp,9,134.01,0
CA-2015-142454,Tensor Computer Mounted Lamp,7,104.23,0
CA-2017-108791,Tensor Computer Mounted Lamp,1,14.89,0
CA-2017-127117,Tensor Computer Mounted Lamp,5,74.45,0
CA-2017-100524,Tensor Computer Mounted Lamp,2,29.78,0
US-2015-129007,Tensor Computer Mounted Lamp,3,44.67,0
CA-2017-134838,Tensor Computer Mounted Lamp,3,44.67,0
CA-2016-166443,Advantus Panel Wall Acrylic Frame,7,38.29,0
CA-2014-133228,Advantus Panel Wall Acrylic Frame,1,5.47,0
CA-2014-145576,Advantus Panel Wall Acrylic Frame,3,13.128,0.2
US-2016-154361,Advantus Panel Wall Acrylic Frame,5,21.88,0.2
US-2017-147221,Advantus Panel Wall Acrylic Frame,4,8.752,0.6
US-2017-130687,DAX Two-Tone Silver Metal Document Frame,4,80.96,0
CA-2016-120355,DAX Two-Tone Silver Metal Document Frame,3,60.72,0
CA-2016-119074,DAX Two-Tone Silver Metal Document Frame,1,20.24,0
CA-2016-128706,DAX Two-Tone Silver Metal Document Frame,2,16.192,0.6
CA-2017-118017,DAX Two-Tone Silver Metal Document Frame,1,16.192,0.2
CA-2017-150091,DAX Two-Tone Silver Metal Document Frame,2,40.48,0
US-2014-117135,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1,104.01,0
CA-2017-167899,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,5,520.05,0
CA-2016-167241,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,3,312.03,0
US-2016-128909,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,4,332.832,0.2
US-2016-153815,"Executive Impressions 14"" Contract Wall Clock",2,35.568,0.2
CA-2017-105809,"Executive Impressions 14"" Contract Wall Clock",1,22.23,0
CA-2017-115448,"Executive Impressions 14"" Contract Wall Clock",5,88.92,0.2
CA-2016-123274,"Executive Impressions 14"" Contract Wall Clock",2,44.46,0
CA-2015-123568,"Executive Impressions 14"" Contract Wall Clock",3,66.69,0
CA-2015-156440,"Executive Impressions 14"" Contract Wall Clock",2,44.46,0
CA-2014-136399,"Executive Impressions 14"" Contract Wall Clock",2,44.46,0
CA-2014-103219,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",9,56.52,0
CA-2014-111451,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",8,300.416,0.2
CA-2015-147830,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",7,262.864,0.2
CA-2017-107629,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",3,56.328,0.6
CA-2017-102519,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1,46.94,0
US-2014-120740,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",4,187.76,0
US-2016-108504,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",3,18.84,0
US-2017-155866,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",4,187.76,0
CA-2017-117667,Hand-Finished Solid Wood Document Frame,2,54.768,0.2
CA-2017-130631,Hand-Finished Solid Wood Document Frame,2,68.46,0
CA-2015-157959,Hand-Finished Solid Wood Document Frame,4,136.92,0
US-2017-131849,"Eldon 300 Class Desk Accessories, Black",1,4.95,0
US-2016-139087,"Eldon 300 Class Desk Accessories, Black",5,24.75,0
US-2017-136721,Luxo Professional Combination Clamp-On Lamps,3,306.9,0
CA-2014-146969,Luxo Professional Combination Clamp-On Lamps,2,204.6,0
CA-2015-112571,Luxo Professional Combination Clamp-On Lamps,2,204.6,0
CA-2017-106747,Luxo Professional Combination Clamp-On Lamps,1,102.3,0
CA-2017-169327,Luxo Professional Combination Clamp-On Lamps,5,511.5,0
CA-2017-132199,"Career Cubicle Clock, 8 1/4"", Black",2,32.448,0.2
CA-2017-102925,"Career Cubicle Clock, 8 1/4"", Black",5,101.4,0
CA-2017-113208,"Career Cubicle Clock, 8 1/4"", Black",3,60.84,0
CA-2017-117702,"Eldon Image Series Desk Accessories, Burgundy",5,20.9,0
CA-2017-103611,"Eldon Image Series Desk Accessories, Burgundy",2,8.36,0
CA-2017-118017,"Eldon Image Series Desk Accessories, Burgundy",5,16.72,0.2
CA-2016-158806,"Eldon Image Series Desk Accessories, Burgundy",3,23.076,0.6
CA-2016-149461,"Eldon Image Series Desk Accessories, Burgundy",1,4.18,0
CA-2016-149965,"Eldon Image Series Desk Accessories, Burgundy",3,57.69,0
CA-2016-146171,"Eldon Image Series Desk Accessories, Burgundy",4,76.92,0
CA-2017-163265,"Eldon Image Series Desk Accessories, Burgundy",1,7.692,0.6
US-2015-105676,"Eldon Image Series Desk Accessories, Burgundy",4,6.688,0.6
CA-2015-119508,"Eldon Image Series Desk Accessories, Burgundy",6,25.08,0
CA-2015-119634,"Eldon Image Series Desk Accessories, Burgundy",3,46.152,0.2
CA-2014-113320,"Eldon Image Series Desk Accessories, Burgundy",3,12.54,0
CA-2014-145317,"Eldon Image Series Desk Accessories, Burgundy",2,30.768,0.2
CA-2014-143182,"Eldon Image Series Desk Accessories, Burgundy",1,15.384,0.2
CA-2014-131002,"Eldon Image Series Desk Accessories, Burgundy",3,57.69,0
US-2016-147991,"Eldon Image Series Desk Accessories, Burgundy",5,16.72,0.2
CA-2014-106810,Electrix Halogen Magnifier Lamp,2,310.88,0.2
CA-2015-112144,Electrix Halogen Magnifier Lamp,4,621.76,0.2
CA-2016-131737,Electrix Halogen Magnifier Lamp,5,971.5,0
CA-2016-112830,Electrix Halogen Magnifier Lamp,3,466.32,0.2
CA-2017-162565,Electrix Halogen Magnifier Lamp,1,77.72,0.6
CA-2017-143798,Electrix Halogen Magnifier Lamp,2,310.88,0.2
CA-2016-157749,Staple-based wall hangings,3,11.688,0.6
CA-2017-118017,Staple-based wall hangings,3,23.376,0.2
CA-2017-119284,Staple-based wall hangings,4,31.168,0.2
CA-2015-114048,Staple-based wall hangings,3,29.22,0
CA-2015-121783,Staple-based wall hangings,3,29.22,0
CA-2014-143917,Staple-based wall hangings,8,77.92,0
CA-2014-124023,"Stacking Tray, Side-Loading, Legal, Smoke",2,8.96,0
CA-2017-101049,"Stacking Tray, Side-Loading, Legal, Smoke",5,17.92,0.2
CA-2016-169922,"Stacking Tray, Side-Loading, Legal, Smoke",7,12.544,0.6
CA-2017-152807,"Stacking Tray, Side-Loading, Legal, Smoke",2,7.168,0.2
US-2015-153500,"Howard Miller 12"" Round Wall Clock",9,282.888,0.2
CA-2017-118857,"Howard Miller 12"" Round Wall Clock",5,196.45,0
CA-2017-121300,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,4,21.248,0.2
US-2015-103996,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,3,19.92,0
CA-2017-163860,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,3,7.968,0.6
CA-2014-107916,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,2,13.28,0
CA-2014-103086,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,2,5.312,0.6
US-2016-155404,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,2,13.28,0
CA-2014-122609,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",3,25.128,0.6
CA-2015-119690,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",9,75.384,0.6
US-2014-155502,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",3,62.82,0
CA-2017-166849,Eldon Cleatmat Chair Mats for Medium Pile Carpets,2,44.4,0.6
US-2014-131275,Eldon Cleatmat Chair Mats for Medium Pile Carpets,2,111,0
CA-2017-127474,Eldon Cleatmat Chair Mats for Medium Pile Carpets,1,22.2,0.6
CA-2015-134075,Eldon Cleatmat Chair Mats for Medium Pile Carpets,3,166.5,0
CA-2015-110667,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,2,108.4,0
CA-2017-166198,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,3,162.6,0
CA-2017-161557,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,5,108.4,0.6
CA-2017-101042,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",6,821.88,0
CA-2016-157280,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2,273.96,0
CA-2014-131002,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",6,821.88,0
US-2017-136721,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2,273.96,0
CA-2014-169019,DAX Clear Channel Poster Frame,3,17.496,0.6
CA-2017-131807,DAX Clear Channel Poster Frame,5,72.9,0
US-2015-123960,DAX Clear Channel Poster Frame,2,29.16,0
US-2016-115455,"Executive Impressions 12"" Wall Clock",2,14.136,0.6
CA-2017-167941,"Executive Impressions 12"" Wall Clock",2,28.272,0.2
CA-2017-151484,"Executive Impressions 12"" Wall Clock",3,42.408,0.2
CA-2016-136595,"Executive Impressions 12"" Wall Clock",3,21.204,0.6
CA-2014-149244,"Executive Impressions 12"" Wall Clock",2,35.34,0
CA-2014-103940,"Executive Impressions 12"" Wall Clock",2,35.34,0
CA-2016-136301,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",2,28.28,0
CA-2017-125388,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",4,56.56,0
CA-2016-123120,"Howard Miller 16"" Diameter Gallery Wall Clock",1,63.94,0
